Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Fenside Arena,Indoor sports arenas,30 Slidell Cres,Toronto,26307,100,0,416914.8094,42352.99697,"98,391",32.8
Fire Academy,Fire stations and associated offices and facilities,895 Eastern Ave,Toronto,61214,168,0,813375.0139,147447.2832,"314,464",38.7
Fire Museum And Storage,Fire stations and associated offices and facilities,351 Birchmount Rd,Toronto,3272,168,0,26651.25807,13044.74541,"25,827",50.2
Fire Services - East Command Offices,"Administrative offices and related facilities, including municipal council chambers",3 Dohme Ave,Toronto,25898,70,0,298158.0058,20492,"51,849",19.9
Fire Station 111,Fire stations and associated offices and facilities,3300 Bayview Ave.,Toronto,5662,168,0,116002.9791,23831.74547,"50,146",64.9
Fire Station 112,Fire stations and associated offices and facilities,5700 Bathurst St.,Toronto,7018,168,0,229464.4473,30927.85976,"68,550",79.2
Fire Station 113,Fire stations and associated offices and facilities,700 Seneca Hill Dr,Toronto,4833,168,0,86567.5994,11223.07801,"25,021",42.4
Fire Station 114,Fire stations and associated offices and facilities,12 Canterbury Place,Toronto,8633,168,0,210179.8126,34087.12471,"73,673",66
Fire Station 115,Fire stations and associated offices and facilities,115 Parkway Forest Dr,Toronto,5985,168,0,119229.3353,12298.48276,"28,490",41.6
Fire Station 116,Fire stations and associated offices and facilities,2755A Old Leslie St.,Toronto,11776,168,0,185736.0593,22033.04,"49,815",35.5
Fire Station 121,Fire stations and associated offices and facilities,10 William Carson Crescent,Toronto,4219,168,0,124027.6569,3643.445633,"12,343",38.5
Fire Station 122,Fire stations and associated offices and facilities,2545 Bayview Ave.,Toronto,3046,168,0,47914.54804,14703.17316,"29,897",66.7
Fire Station 123,Fire stations and associated offices and facilities,145 Bond Ave,Toronto,2497,168,0,53631.18922,15253.11241,"31,188",86
Fire Station 125,Fire stations and associated offices and facilities,1109 Leslie Street,Toronto,5813,168,0,85097.54221,9805.606855,"22,277",32.4
Fire Station 131,Fire stations and associated offices and facilities,3135 Yonge St,Toronto,5845,168,0,73872.45083,16935.91824,"35,259",43.2
Fire Station 132,Fire stations and associated offices and facilities,476 Lawrence Ave. W,Toronto,7664,168,0,96690.60758,18850.45054,"39,882",38.6
Fire Station 133,Fire stations and associated offices and facilities,1505 Lawrence Ave. W,Toronto,8062,168,0,105297.196,18064.03226,"38,774",36.7
Fire Station 134,Fire stations and associated offices and facilities,16 Montgomery Ave,Toronto,7126,168,0,44915.94008,14127.54187,"28,677",27.2
Fire Station 135 - OLD,Fire stations and associated offices and facilities,641 Eglinton Ave W,Toronto,10592,168,0,99277.92907,24629.51286,"50,918",33.9
Fire Station 141,Fire stations and associated offices and facilities,"3965 Keele St., Unit 10",Toronto,12500,168,0,149976.6941,40556.06208,"83,250",46.2
Fire Station 142,Fire stations and associated offices and facilities,2753 Jane Street,Toronto,5586,168,0,129459.1074,20671.87124,"44,766",62.2
Fire Station 143,Fire stations and associated offices and facilities,1009 Sheppard Ave. W,Toronto,2895,168,0,75116.18294,18360.43353,"38,006",92.9
Fire Station 145,Fire stations and associated offices and facilities,20 Beffort Rd.,Toronto,11001,168,0,113979.8914,26668.93388,"55,419",36
Fire Station 146,Fire stations and associated offices and facilities,2220 Jane Street,Toronto,7535,168,0,54885.41222,14232.906,"29,315",27.2
Fire Station 211,Fire stations and associated offices and facilities,900 Tapscott Rd,Toronto,5005,168,0,122106.03,10485.2929,"25,190",46.5
Fire Station 212,Fire stations and associated offices and facilities,8500 Sheppard Ave East,Toronto,16501,168,0,215226.3556,43600.875,"91,876",40.9
Fire Station 213,Fire stations and associated offices and facilities,7 Lapsley Rd,Toronto,5048,168,0,54353.71718,10052.48387,"21,391",31.8
Fire Station 214,Fire stations and associated offices and facilities,745 Meadowvale Rd,Toronto,4887,168,0,51184.10039,17516.52903,"35,358",48.3
Fire Station 215,Fire stations and associated offices and facilities,5318 Lawrence Ave E,Toronto,5737,168,0,58343.89918,14377.17549,"29,740",36.6
Fire Station 221,Fire stations and associated offices and facilities,2575 Eglinton Ave E,Toronto,11916,168,0,155280.0825,23597.47831,"51,432",33.9
Fire Station 222,Fire stations and associated offices and facilities,755 Warden Ave,Toronto,6910,168,0,60897.3998,13923.10856,"28,994",30.1
Fire Station 223,Fire stations and associated offices and facilities,116 Dorset Rd,Toronto,7459,168,0,51679.45162,12371.47599,"25,656",24.4
Fire Station 224,Fire stations and associated offices and facilities,1313 Woodbine Ave,Toronto,3767,168,0,61407.76194,9413.693548,"20,494",42.7
Fire Station 225,Fire stations and associated offices and facilities,3600 Danforth Ave,Toronto,9085,168,0,96845.27947,25626.13582,"52,695",40.4
Fire Station 226,Fire stations and associated offices and facilities,85 Main St,Toronto,11808,168,0,54619.31102,26739.25941,"52,940",28.5
Fire Station 227,Fire stations and associated offices and facilities,1904 Queen St E,Toronto,10484,168,0,65058.74727,19551.97531,"39,816",25.9
Fire Station 231,Fire stations and associated offices and facilities,740 Markham Rd,Toronto,14241,168,0,146202.1912,32479.41167,"67,819",34.3
Fire Station 232,Fire stations and associated offices and facilities,1550 Midland Ave,Toronto,5350,168,0,72980.8084,13132.81451,"28,032",39.6
Fire Station 233,Fire stations and associated offices and facilities,59 Curlew Dr,Toronto,11001,168,0,87820.69988,21137.67011,"43,814",28.3
Fire Station 234,Fire stations and associated offices and facilities,40 Coronation Dr,Toronto,5350,168,0,46619.4304,13523.10702,"27,610",35.4
Fire Station 235,Fire stations and associated offices and facilities,200 Bermondsey Rd.,Toronto,8902,168,0,103508.277,20854.79091,"43,970",36.4
Fire Station 241,Fire stations and associated offices and facilities,3325 Warden Ave,Toronto,5500,168,0,46499.04373,10550.02529,"21,986",28.7
Fire Station 242,Fire stations and associated offices and facilities,2733 Brimley Rd,Toronto,5500,168,0,61154.30796,13932.54323,"29,023",37.9
Fire Station 243,Fire stations and associated offices and facilities,4560 Sheppard Ave E,Toronto,5350,168,0,49764.55537,17483.12,"35,233",43.8
Fire Station 244,Fire stations and associated offices and facilities,2340 Birchmount Rd,Toronto,5350,168,0,55599.98966,13687.60912,"28,316",37.4
Fire Station 245,Fire stations and associated offices and facilities,1600 Birchmount Rd,Toronto,5608,168,0,45579.6928,11626.7645,"23,980",30
Fire Station 311,Fire stations and associated offices and facilities,20 Balmoral Ave,Toronto,12755,168,0,59531.05263,17172.17214,"35,075",18.9
Fire Station 312,Fire stations and associated offices and facilities,34 Yorkville Ave,Toronto,9806,168,0,107013.445,22838.47747,"47,873",35.5
Fire Station 313,Fire stations and associated offices and facilities,441 Bloor St E 2 Fl,Toronto,12099,168,0,142826.2286,31231.09396,"65,311",39.1
Fire Station 314,Fire stations and associated offices and facilities,12 Grosvenor St,Toronto,11937,168,0,48280.23185,22993.28448,"45,582",24.4
Fire Station 315,Fire stations and associated offices and facilities,132 Bellevue Av,Toronto,7244,168,0,104594.4447,24364.87576,"50,652",49.9
Fire Station 321,Fire stations and associated offices and facilities,231 McCrae Ave,Toronto,7535,168,0,104360.4396,23139.66799,"48,326",46.3
Fire Station 322,Fire stations and associated offices and facilities,256 Cosburn Ave,Toronto,7535,168,0,47542.50994,14511.70766,"29,519",26.6
Fire Station 323,Fire stations and associated offices and facilities,153 Chatham Ave,Toronto,10236,168,0,114888.3614,38128.50441,"77,118",50.5
Fire Station 324,Fire stations and associated offices and facilities,840 Gerrard St E,Toronto,13153,168,0,47877.09414,20434.022,"40,727",20
Fire Station 325,Fire stations and associated offices and facilities,475 Dundas St E,Toronto,10129,168,0,109531.9941,17025.96606,"36,998",28.6
Fire Station 331,Fire stations and associated offices and facilities,31 Claremont St,Toronto,10979,168,0,91065.94515,23965.1642,"49,301",31.3
Fire Station 332,Fire stations and associated offices and facilities,260 Adelaide St W,Toronto,24865,168,0,309734.0953,20699.27586,"52,750",21.2
Fire Station 333,Fire stations and associated offices and facilities,201 Front St E,Toronto,12723,168,0,126516.7998,29672.08879,"61,647",34.6
Fire Station 334,Fire stations and associated offices and facilities,339 Queens Quay West,Toronto,13003,168,0,335753.1661,18622.64879,"49,970",40.9
Fire Station 335,Fire stations and associated offices and facilities,235 Cibola Ave,Toronto,4402,168,0,92007.99701,8214.663158,"19,574",40.6
Fire Station 341,Fire stations and associated offices and facilities,555 Oakwood Ave,Toronto,9268,168,0,78439.13296,25531.08059,"51,705",37.5
Fire Station 342,Fire stations and associated offices and facilities,106 Ascot Ave,Toronto,3057,168,0,27400.47554,11651.70056,"23,227",49.2
Fire Station 343,Fire stations and associated offices and facilities,65 Hendrick Av,Toronto,9827,168,0,55488.70467,23711.61819,"47,256",31.1
Fire Station 344,Fire stations and associated offices and facilities,240 Howland Ave,Toronto,11238,168,0,70651.51936,30760.008,"61,245",35.2
Fire Station 345,Fire stations and associated offices and facilities,1287 Dufferin St,Toronto,12809,168,0,124683.3643,41194.22723,"83,343",43.7
Fire Station 411,Fire stations and associated offices and facilities,75 Toryork Dr,Toronto,8762,168,0,84624.57806,11881.95636,"26,180",24
Fire Station 412,Fire stations and associated offices and facilities,267 Humberline Dr,Toronto,7029,168,0,78870.22411,17078.68838,"35,749",36.9
Fire Station 413,Fire stations and associated offices and facilities,1549 Albion Rd,Toronto,3929,168,0,39879.32343,7039.392857,"15,059",29.1
Fire Station 415,Fire stations and associated offices and facilities,2120 Kipling Ave,Toronto,7804,168,0,71660.7797,8927.052381,"20,025",21.3
Fire Station 421,Fire stations and associated offices and facilities,6 Lambton Ave,Toronto,9461,168,0,115454.4474,22918.01956,"48,395",37.8
Fire Station 422,Fire stations and associated offices and facilities,590 Jane St,Toronto,7944,168,0,59766.4253,14845.15054,"30,687",27.3
Fire Station 423,Fire stations and associated offices and facilities,358 Keele St,Toronto,12335,168,0,108021.9836,28840.91172,"59,262",33.4
Fire Station 424,Fire stations and associated offices and facilities,462 Runnymede Rd,Toronto,5866,168,0,38024.12314,10469.32594,"21,460",25.3
Fire Station 425,Fire stations and associated offices and facilities,83 Deforest Rd,Toronto,7955,168,0,47811.19067,8122.794118,"17,456",16.8
Fire Station 426,Fire stations and associated offices and facilities,140 Lansdowne Ave,Toronto,12486,168,0,166435.5564,23907.69902,"52,509",33.5
Fire Station 431,Fire stations and associated offices and facilities,308 Prince Edward Dr,Toronto,3907,168,0,36783.96906,9561.332043,"19,689",35.2
Fire Station 432,Fire stations and associated offices and facilities,155 The East Mall,Toronto,11765,168,0,101174.044,31059.32727,"63,154",36.5
Fire Station 433,Fire stations and associated offices and facilities,615 Royal York Rd,Toronto,5038,168,0,116696.3267,8421.650853,"21,052",40.8
Fire Station 434,Fire stations and associated offices and facilities,3 Lunness Rd,Toronto,5188,168,0,27883.54259,9986.546061,"20,101",25.7
Fire Station 435,Fire stations and associated offices and facilities,130 Eighth St,Toronto,6889,168,0,76699.29526,12106.81244,"26,257",29.7
Fire Station 441,Fire stations and associated offices and facilities,947 Martingrove Rd,Toronto,19472,168,0,123372.828,17745.34212,"38,967",16
Fire Station 442,Fire stations and associated offices and facilities,2015 Lawrence Ave W,Toronto,15479,168,0,202586.6524,18753.65065,"44,358",25.9
Fire Station 443,Fire stations and associated offices and facilities,1724 Islington Ave,Toronto,3929,168,0,36769.19689,9231.145479,"19,065",34.2
Fire Station 444,Fire stations and associated offices and facilities,666 Renforth Dr,Toronto,3929,168,0,33911.47107,9722.008793,"19,867",34.8
Fire Station 445,Fire stations and associated offices and facilities,280 Burnhamthorpe Rd,Toronto,11765,168,0,114246.5869,20355.02298,"43,498",28
Fire Stn former TO #35,Fire stations and associated offices and facilities,11 Queens Quay W,Toronto,3143,168,0,158899.362,0,"6,992",50.6
Fire Training Centre,Fire stations and associated offices and facilities,4562 Sheppard Ave E,Toronto,7998,168,0,66782.37205,14482.25807,"30,310",27.5
Firgrove Park,Other,254 Firgrove Cres,Toronto,0,100,0,20300.71902,0,893,
Flagstaff Pool (outdoor htd),Other,42 Mercury Rd,Toronto,1098,100,0,27548.89578,6401.712121,"13,311",86.6
Flemingdon Arena,Indoor sports arenas,165 Grenoble Dr.,Toronto,25640,100,0,434722.6623,38331.62875,"91,575",32.7
Flemingdon C.C,Community centres,150 Grenoble Dr,Toronto,10000,100,0,88718.9363,25230.38158,"51,589",35.5
Flemingdon RC & Pool,Indoor recreational facilities,29 St. Dennis Dr,Toronto,34348,100,0,809159.3063,80100.38655,"186,993",48.2
"Forensic Service, Store & Garage",Police stations and associated offices and facilities,2050 Jane St,Toronto,62484,168,0,1615079.332,175924.4683,"403,561",55.6
Forest Hill C.C,Community centres,666 Eglinton Av W,Toronto,32841,100,0,639037.1126,51504.08758,"125,460",36
Forest Hill Memorial Arena,Indoor sports arenas,340 Chaplin Cres,Toronto,40666,100,0,1235084.611,0,"54,344",30.4
Forest Manor Park,Other,55 Forest Manor Rd,Toronto,0,100,0,1058403.508,15105.16667,"75,119",
Forestry W District Office,"Administrative offices and related facilities, including municipal council chambers",1 Bathurst St,Toronto,8999,70,0,89871.47714,16106.84299,"34,396",28.9
Former Hydro Building,"Administrative offices and related facilities, including municipal council chambers",1652 Keele St,Toronto,22497,70,0,507379.9304,4946.323307,"31,673",24.9
Fort York,Public libraries,170 Fort York,Toronto,13000,70,0,289503.5726,0,"12,738",22.3
Fort York Residence,Social housing,38 Bathurst St,Toronto,25995,168,0,393566.9649,68701.61301,"147,163",43
Fountainhead A.I.R,Other,1650 Finch Ave E,Toronto,1927,100,0,45280.38909,7582.971804,"16,324",65
Frank Stollery Parkette,Other,2 Scollard St,Toronto,0,100,0,3792.614323,0,167,
Frankland C.C,Community centres,825 Logan Av Club H S E,Toronto,3681,100,0,0,0,"1,181",7.3
Franklin Horner,Community centres,432 Horner Ave,Toronto,39500,100,0,310494.7345,50383.91843,"108,887",21.3
Fred Hamilton Playground,Other,155 Roxton Rd,Toronto,0,100,0,8918.883324,0,392,
Fudger House,Long-term care,439 Sherbourne St,Toronto,118995,168,0,1959804.189,349509.5761,"746,804",47.5
G. Ross Lord Park,Other,4801 Dufferin St,Toronto,6405,100,0,6945.043993,0,306,1.1
Galloway Park,Other,90A Galloway Rd,Toronto,0,100,0,1304.313627,0,57,
Gamble Park,Other,150 Gamble Ave,Toronto,0,100,0,5376.669565,0,237,
Gardiner Expressway,Street lighting,0 Gardiner Expressway,Toronto,0,70,0,1468340.114,0,"64,607",
Gateway Park,Other,40 East Liberty,Toronto,0,168,0,4649.737139,0,205,
Geary Ave Parkette,Other,160 Geary Av,Toronto,0,100,0,2741.751847,0,121,
Geary Ave Parkette W.Pool,Other,15 Geary Av,Toronto,0,100,0,3655.669591,0,161,
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,41786,100,0,0,0,"35,349",19.2
George Webster Clubhouse,Indoor recreational facilities,30-40 Chapman Ave,Toronto,1302,100,0,4428.044381,1532.229412,"3,091",15.8
Gerrard Ashdale,Public libraries,1432 Gerrard St. E.,Toronto,6501,70,0,61671.99774,6891.022059,"15,738",20.7
Gibson House Museum,Cultural facilities,5172 Yonge St,Toronto,8364,100,0,101284.8605,0,"4,457",12.1
Gihon Spring Pool,Other,75 Gihon Spring Dr,Toronto,1873,100,0,30794.11033,3462,"7,898",36
Giltspur Park,Other,85 MAGELLAN DR,North York,0,100,0,988.83,0,44,
Giovanni Caboto Pool/Rink,Other,1369 St Clair Ave W,Toronto,55400,100,0,699486.1458,12815.92473,"54,999",15.1
Glamorgan Park,Other,50 Antrim Crescent,Toronto,0,100,0,22566.97661,0,993,
Glen Rouge Park,Other,7540 Kingston Rd,Toronto,2013,100,0,226341.7069,0,"9,959",112.4
Glen Stewart Av Park,Other,241 Glen Manor Rd,Toronto,0,100,0,4931.650912,0,217,
Glendora Park,Other,201 Glendora,Toronto,0,100,0,3178.90651,0,140,
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,10236,100,0,429177.754,43674.81919,"101,429",87
Goldhawk Park,Public libraries,295 Alton Towers Cir,Toronto,7998,70,0,294899.6888,17948.7061,"46,899",60.6
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,Toronto,44304,100,0,688020.5177,73642.1698,"169,457",33.1
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,Toronto,43540,100,0,696197.7061,61336.51405,"146,559",30.9
Gracedale Park,Other,186 Gracedale Blvd,Toronto,0,100,0,34322.46326,0,"1,510",
Grafton Parkette,Other,19 Roncesvalles Ave,Toronto,0,100,0,913.916268,0,40,
Grand River Sewage Pumping Station,Facilities related to the pumping of sewage,125 Grand River Blvd,Toronto,0,168,28.42467346,4926.109885,0,217,
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,Toronto,33637,100,0,611331.106,79326.17061,"176,825",43.1
Grange Park FH / WR,Other,317 Dundas St W,Toronto,1679,100,0,15504.92002,5338.354667,"10,772",42.8
Grattan Park,Other,52 Grattan St,Toronto,0,100,0,1311.921661,0,58,
Graydon Hall Tennis,Other,34 Karen Rd,Toronto,0,100,0,8136.111297,0,358,
Greenfield - Longmore Lands,Other,291 Greenfield  Ave,Toronto,0,168,0,2708.874744,0,119,
Greenfield Family Centre,Social housing,305 Greenfield Ave,Toronto,7384,168,0,67166.92102,6262.157482,"14,791",18
Greenfield Park,Other,10 Wilmar Rd,Toronto,0,168,0,2168.8452,0,95,
Greenwood Park,Other,150 Greenwood Ave,Toronto,21130,100,0,579465.4652,29430.06869,"81,119",42.1
Greyabbey Trail Sewage Pumping Station,Facilities related to the pumping of sewage,144 Greyabbey Trail,Toronto,1001,168,36.63762295,51753.18266,0,"2,277",51.7
Greystone Park,Other,7 Greystone Walk Dr,Toronto,0,100,0,3945.081716,0,174,
Guildwood,Public libraries,123 Guildwood Pkwy,Toronto,3014,70,0,35154.48615,1976.991848,"5,283",18.6
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Toronto,21097,100,0,793554.4455,133548.779,"287,324",104.4
Gwendolen Park Tennis,Other,1 Gwendolen Cres,Toronto,1916,100,0,36838.84332,0,"1,621",19.2
Gzowski Monument,Cultural facilities,0 Lake Shore Blvd W Near Gzowsk,Toronto,0,100,0,2733.630888,0,120,
Habitant Arena,Indoor sports arenas,3383 Weston Rd,Toronto,26307,100,0,346340.8549,60321.92711,"129,247",37.4
Halbert Park,Other,31 McCowan Rd,Toronto,3150,100,0,9857.384162,0,434,3.1
Hamilton Street Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",138 Hamilton St,Toronto,2756,70,0,72924.07881,0,"3,209",26.5
Hanlan's Point Buildings,Other,0 Hanlans Pt,Toronto,7524,100,0,314794.1463,0,"13,851",41.8
Harbour Square WR,Other,21A Queens Quay W,Toronto,829,100,0,60722.72629,0,"2,672",73.2
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,15263,100,0,234827.1795,18386.90868,"45,084",28.1
Harryetta Gardens,Other,170 Torresdale Ave,Toronto,0,100,0,663.240025,0,29,
Harwood Hall Community Ctr,Community centres,85 Cayuga Ave,Toronto,4306,100,0,28907.15404,10859.58044,"21,797",33.3
Havenbrook Park Tennis,Other,15 Havenbrook Blvd,Toronto,1916,100,0,45938.85613,0,"2,021",24
Hazeldean Park,Other,160 Rosedale Valley Rd,Toronto,0,100,0,6397.424183,0,281,
Health Materials Warehouse,"Storage facilities where equipment or vehicles are maintained, repaired or stored",160 Rivalda Rd,Toronto,22604,70,0,46596.52085,22536.66429,"44,645",12.6
Health Office,"Administrative offices and related facilities, including municipal council chambers",662 Jane St,Toronto,2540,70,0,0,753.209032,"2,084",9
Hendon Park,Other,50 Hendon Ave,Toronto,2056,100,0,51626.29361,87,"2,436",25.6
Herbert Carnegie Centennial Arena,Indoor sports arenas,580 Finch Ave. W,Toronto,42270,100,0,716106.0072,118720.061,"255,890",46.6
Heron Park C.C,Community centres,292 Manse Rd,Toronto,52377,100,0,1099105.847,83907.21065,"206,945",37.9
Hickory Tree,Other,100 Hickory Tree Rd,Toronto,0,100,0,19493.33838,0,858,
Hickory Tree Lawn Fountain,Other,100 Hickory Tree Road,Toronto,0,100,0,62790.1909,0,"2,763",
Hideaway Park,Other,1 Audley Av Rr,Toronto,194,100,0,2758.620092,0,121,14.2
High Level Pumping Station,Facilities related to the pumping of water,25 Popular Plains Rd.,Toronto,46403,168,58648.384,10650332.18,0,"468,615",229.5
High Park,Other,0 Colborne Lodge Dr,Toronto,0,100,0,439565.6141,20389.78135,"57,878",
High Park - Lot Cytor,Other,1873 Bloor St W- Lot Cytor,Toronto,0,168,0,32140.04698,0,"1,414",
High Park Greenhouses,Other,15 High Park,Toronto,60386,168,0,569492.47,476105.2623,"924,897",92.7
High Park Ice Rink,Other,0 Colborne Lodge Dr,Toronto,0,100,0,488050.8775,0,"21,474",
High Park Library,Public libraries,228 Roncesvalles Ave.,Toronto,9494,70,0,169397.8676,12228.85294,"30,566",31.4
High Park Tennis Club,Other,430 Parkside Dr,Toronto,0,100,0,47312.04506,7802.595588,"16,829",
High Park Valleymede Sewage Pumping Stn,Facilities related to the pumping of sewage,66 Ellis Park Rd,Toronto,0,168,20.57254385,60368.60024,0,"2,656",
Highfield Sewage Pumping Station,Facilities related to the pumping of sewage,1 Highfield Rd,Toronto,0,168,83.64,209.449251,0,9,
Highland Creek,Public libraries,3550 Ellesmere Rd,Toronto,6997,70,0,137443.4889,7240.73,"19,732",30.6
Highland Creek Bwlng,Other,3400 Ellesmere Rd,Toronto,0,100,0,2475.719645,0,109,
Highland Creek Treatment Plant,Facilities related to the treatment of sewage,51 Beechgrove Dr,Toronto,255395,168,59200,32762924.66,7354305.281,"15,341,206",432.3
Highview Park,Other,1859 Kingston Rd.,Toronto,0,100,0,42619.94677,0,"1,875",
Hillcrest,Public libraries,5801 Leslie St,Toronto,7470,70,0,127924.9559,15265.5065,"34,481",38.7
Hillcrest Park,Other,25 Hillcrest Dr,Toronto,1604,100,0,54457.25569,591.4375,"3,514",37.8
Hillsdale Ave Parkette,Other,32 Hillsdale Ave E,Toronto,0,100,0,767.387297,0,34,
Hinder Property,Other,61 Don River Blvd,Toronto,1012,100,0,50019.05188,0,"2,201",49.4
Historic Fort York,Cultural facilities,100 Garrison Rd.,Toronto,22819,100,0,848401.1909,31084.79545,"96,080",51.6
Hodgson School,Other,276 Davisville Ave,Toronto,2874,100,0,227962.9847,2627.818182,"14,997",89
Hollis Childcare Centre,Other,1 Hollis St,Toronto,5576,100,0,54278.33829,9378.920001,"20,114",27.5
Hollywood Park Tennis,Other,75 Hollywood Ave.,Toronto,1668,100,0,0,2300.02944,"5,423",29.2
Home Smith Park Wr,Other,100 Humber Blvd,Toronto,431,100,0,12542.01972,0,552,29.1
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Toronto,4252,100,0,24059.55847,4546.310303,"9,651",16.9
HTO Park,Other,339 Queens Quay West,Toronto,0,100,0,33501.37051,0,"1,474",
Humber Bay,Public libraries,200 Parklawn Rd,Toronto,2400,70,0,44382.64563,2796.018182,"7,237",30.8
Humber Bay Life Stn,Police stations and associated offices and facilities,2233 Lakeshore Blvd,Toronto,1830,168,0,49994.7946,0,"2,200",27.3
Humber Bay Park East,Other,2223 Lake Shore Blvd W.,Toronto,2551,100,0,89274.53185,0,"3,928",35
Humber Bay Park West,Other,2225 Lake Shore Blvd.W.,Toronto,3875,100,0,76716.58483,2942.633332,"8,937",27.8
Humber Bay Park West Trail,Other,2283 Lake Shore Blvd W,Toronto,0,100,0,30110.52097,0,"1,325",
Humber Sewage Pumping Station,Facilities related to the pumping of sewage,490 Riverside Dr,Toronto,0,168,15.61864918,12200.6207,0,537,
Humber Summit,Public libraries,2990 Islington Ave,Toronto,9042,70,0,125847.7878,8329.499801,"21,280",23.6
Humber Treatment Plant,Facilities related to the treatment of sewage,130 The Queensway,Toronto,224869,168,94168,52764325.28,1402749.426,"4,972,827",300.5
Humber Valley Gc Serv.bldg,Other,10 Armel Court,Toronto,4080,100,0,54321.452,0,"2,390",13.3
Humber Valley Golf Course,Other,240 Albion Rd.,Toronto,4327,100,0,69501.04109,34854.28519,"68,933",101.1
Humber Valley Rink,Other,50 Anglesey Blvd,Toronto,0,100,0,195163.6082,9109.916926,"25,805",
Huron St Plaground,Other,129 Lowther Av Huron Pgd,Toronto,0,100,0,2284.7938,0,101,
HUSAR,Fire stations and associated offices and facilities,21 Old Eglinton,Toronto,11485,168,0,201581.1668,18794.6103,"44,391",34.8
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,112268,70,0,1489876.44,56283.21019,"171,930",18.6
Ingram Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",86 Ingram Dr,Toronto,23907,70,0,356155.0804,47422.12903,"105,299",35.8
Intelligence Bureau,Police stations and associated offices and facilities,30 Upjohn St,Toronto,70547,168,0,1639956.891,73851.86936,"211,738",34.3
Iroquois Fieldhouse,Other,295 Chartland Blvd,Toronto,0,100,0,5791.200368,0,255,
Island Filtration Plant,Facilities related to the treatment of water,446 Lakeshore Ave,Toronto,64196,168,94598.16,8691249.398,41771.50278,"461,363",142.3
Island Rd Sewage Pumping Station,Facilities related to the pumping of sewage,246 Island Rd,Toronto,0,168,33.32261035,18515.76036,0,815,
Islington Senior Centre,Indoor recreational facilities,4968 Dundas St W,Toronto,9967,100,0,107129.2373,7314.265714,"18,538",18.5
Islington Storm Pumping Station,Other,1276 Islington Ave,Etobicoke,450,168,24.01056557,34515.8896,0,"1,519",76.7
Ivan Forrest Gardens,Other,131 Glen Manor Dr,Toronto,0,100,0,90.533145,0,4,
Jack Goodlad Park,Other,929 Kennedy Rd,Toronto,2271,100,0,74453.55478,2645.954978,"8,277",45.1
James Gardens,Other,61a Edgehill Rd,Toronto,2411,100,0,56207.12612,5871.594383,"13,570",49
Jane & Dundas,Public libraries,620 Jane St,Toronto,11603,70,0,149456.4034,10281.97849,"26,009",22.2
Jane Sheppard,Public libraries,1906 Sheppard Ave W,Toronto,6997,70,0,147090.6098,5939.570533,"17,698",30
Jean Augustine Park,Other,2113 Lake Shore Blvd W,Toronto,0,100,0,6929.696376,0,305,
Jean Sibelius Square,Other,50 Kendal Ave,Toronto,183,100,0,10735.63618,0,472,58.7
Jeff Healey Park,Other,1 Delroy Dr,Toronto,0,100,0,2931.006376,0,129,
Jenner Jean-Marie C.C.,Community centres,48 Thorncliffe Park Dr,Toronto,13207,100,0,129119.51,29301.90157,"61,062",33.2
Jesse Ketchum Childcare Centre,Other,7 Berryman St,Toronto,11550,100,0,24857.6433,25805.51133,"49,866",25.7
Jimmie Simpson R.C,Indoor recreational facilities,870 Queen St E,Toronto,43906,100,0,1053048.683,182559.3658,"391,371",67.9
Joel Weeks Park - Storage Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",10 Thompson St,Toronto,183,70,0,11825.59025,0,520,64.6
John Booth Arena & R.C,Indoor recreational facilities,230 Gosford Blvd,Toronto,27007,100,0,482582.9816,42225.61734,"101,040",34.4
John Innes C.C,Community centres,150 Sherbourne St,Toronto,24176,100,0,453420.1186,69660.02954,"151,608",49.2
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,28055,100,0,99361.7684,0,"4,372",3.5
John Street Pumping Station,Facilities related to the pumping of water,28 John St,Toronto,112773,168,100754.44,43888778.16,0,"1,931,106",389.2
John Tabor Park,Other,240 John Tabor Trail,Toronto,0,100,0,3220.327576,0,142,
Jonathan Ashbridge Park,Other,1515 Queen St E,Toronto,0,100,0,9139.178271,0,402,
Jones,Public libraries,118 Jones Ave.,Toronto,3638,70,0,58217.17016,10434.10368,"22,282",46.3
Joseph Bannon Park,Other,65 Mary Chapman Blvd,Toronto,0,100,0,73409.38141,0,"3,230",
