Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
18 Applebaum,Other,18 Applebaum Terrace,Toronto,M3J 0E7,0,Square feet,100,0,3266.525439,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.727119316,NA,NA,18APPLE,Outdoor Recreational Facilities
18 Ferrier Ave,Parking garages,18 Ferrier Ave,Toronto,M4K 1P7,6900,Square feet,168,0,2312.0237999999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7290472,0.33507730919311596,NA,18FERR,Parking Lots and Garages
Nightstar Park,Other,18 NIGHTSTAR RD,Toronto,M1X 1Z8,0,Square feet,100,0,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.312157268,NA,NA,18NIGHTSTAR,Outdoor Recreational Facilities
18 Ossington Ave,Parking garages,18 Ossington Ave,Toronto,M6J 2Y7,6469,Square feet,168,0,4490.7041939999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.59098453599998,0.69419120501893261,NA,18OSSI,Parking Lots and Garages
Bluehaven Park,Other,19 BLUEHAVEN CRES,North York,M9M 1W6,0,Square feet,100,0,22027.315592999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969.20188609199988,NA,NA,19BLUEHAVEN,Outdoor Recreational Facilities
Maryland Park Tennis Clubhouse,Other,19 Maryland Blvd,Toronto,M4C 1R2,0,Square feet,100,0,12887.261553,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.03950833199997,NA,NA,19MARY,Outdoor Recreational Facilities
Rean Park,Other,1A Rean Dr,Toronto,M2K 3C1,0,Square feet,100,0,3846.9494239999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.26577465599999,NA,NA,1AREAN,Outdoor Recreational Facilities
Jeff Healey Park,Other,1 Delroy Dr,Toronto,M8Y 1M7,0,Square feet,100,0,3775.3480709999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.11531512399998,NA,NA,1DELRO,Outdoor Recreational Facilities
Ellis Ave Sewage Pumping Station,Facilities related to the pumping of sewage,1 Ellis Ave,Toronto,M9N 1G2,0,Square feet,168,209.908288,23485.466581000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033.360529564,NA,111.88488392183329,1ELLIS,Sewage Pumping Facilities
1 Garrison Road,Parking garages,1 Garrison Road,Toronto,M5V 1A9,0,Square feet,168,0,8651.5087899999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.66638675999997,NA,NA,1GARRD,Parking Lots and Garages
1 Norton Ave,Parking garages,1 Norton Ave,Toronto,M6E 1E1,16996,Square feet,168,0,12155.033820000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.82148807999999,0.71517324464428389,NA,1NORTO,Parking Lots and Garages
Erwin Krickhan Park,Other,121 Rankin Cresecent,Toronto,M4R 1E6,0,Square feet,100,0,4920.42569,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216.49873036,NA,NA,1RANKI,Outdoor Recreational Facilities
1 Simcoe St,Street lighting,1 Simcoe St,Toronto,M5J 2N1,0,Square feet,100,0,774306.73215499998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34069.496214819999,NA,NA,1SIMCOE,Streetlighting
2000 Lake Shore,Street lighting,2000 Lake Shore Blvd W,Toronto,M6S 5B7,0,Square feet,100,0,6620.8632739999994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.31798405599994,NA,NA,2000LA,Streetlighting
200 Mount Olive Dr,Other,200 Mount Olive Dr,Toronto,M9V 3Z5,0,Square feet,100,0,11627.239528999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.59853927599988,NA,NA,200MOU,Outdoor Recreational Facilities
201 CLAREMONT ST,Parking garages,201 CLAREMONT ST,Toronto,M6J 2N2,0,Square feet,100,0,8775.7028260000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.13092434399999,NA,NA,201CLAR,Parking Lots and Garages
#11 Police Division - NEW,Police stations and associated offices and facilities,2054 Davenport Rd,Toronto,M6N 1C8,62000,Square feet,168,0,1151401.8400000001,kWh,35158.155882999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117110.59557886999,24.557458529457683,NA,2054DA,Police Stations
Long Branch Park,Other,205 Lake Promenade,Toronto,M8W 1A6,0,Square feet,100,0,285.077766,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.543421704,NA,NA,205LAK,Outdoor Recreational Facilities
20 Augusta Ave,Parking garages,20 Augusta Ave,Toronto,M5E 1Z3,0,Square feet,168,0,22933.018070999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009.0527951239999,NA,NA,20AUGA,Parking Lots and Garages
20 Castle Knock Rd,Parking garages,20 Castle Knock Rd,Toronto,M5N 1A5,0,Square feet,168,0,12279.887153,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.31503473199996,NA,NA,20CAST,Parking Lots and Garages
20 Charles St E,Parking garages,20 Charles St E,Toronto,M4Y 1T1,0,Square feet,168,0,945564.02,kWh,20102.031887000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79597.657146429992,NA,NA,20CHAR,Parking Lots and Garages
20 Saint Andrews St,Parking garages,20 Saint Andrews St,Toronto,M5T 1K6,0,Square feet,168,0,1271583.3899999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55949.66915999999,NA,NA,20SAIN,Parking Lots and Garages
210 Leslie St,Other,210 Leslie St,Toronto,M1N 3Z5,0,Square feet,168,0,921.37506200000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.540502728,NA,NA,210LES,Water Misc Service
Jean Augustine Park,Other,2113 Lake Shore Blvd W,Toronto,M8V 4E8,0,Square feet,100,0,5215.6013240000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.48645825599999,NA,NA,2113LA,Outdoor Recreational Facilities
Cedarvale Park,Other,211 Ava Rd,Toronto,M6C 3M4,0,Square feet,100,0,858.06603600000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.754905583999999,NA,NA,211AVA,Outdoor Recreational Facilities
21 Bedford Park Ave,Parking garages,21 Bedford Park Ave,Toronto,M5M 1J2,0,Square feet,168,0,5193.9698580000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.534673752,NA,NA,21BEDF,Parking Lots and Garages
Midland Sewage Pumping Station,Facilities related to the pumping of sewage,21 Midland Ave,Toronto,M1N 3Z5,0,Square feet,168,515.10158039999999,93491.963707000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4113.6464031079995,NA,181.50274977655414,21MIDL,Sewage Pumping Facilities
Rexdale Community Hub,"Administrative offices and related facilities, including municipal council chambers",21 Panorama Crt,Toronto,M9V 4E3,96369,Square feet,70,0,1155770.94,kWh,95948.890370000008,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232197.32415930001,22.503958855132545,NA,21PAN,Administrative Offices
#21 Police Division,Police stations and associated offices and facilities,791 Islington Ave,Toronto,M8Z 4C9,7492,Square feet,168,0,170788.26453299998,kWh,18792.928234999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43033.318003601998,49.276719627824228,NA,21PD,Police Stations
Humber Bay Park West Trail,Other,2283 Lake Shore Blvd W,Toronto,M8V 1J1,0,Square feet,100,0,46123.059642,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029.4146242479999,NA,NA,2283LA,Outdoor Recreational Facilities
22 Glendonwynne Rd,Parking garages,22 Glendonwynne Rd,Toronto,M6P 3E5,0,Square feet,168,0,10072.276776999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.18017818799996,NA,NA,22GLEN,Parking Lots and Garages
#22 Police Division,Police stations and associated offices and facilities,3699 Bloor St.W.,Toronto,M9A 1A2,32270,Square feet,168,0,486072.71058799996,kWh,80036.921176000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172656.98028851202,41.24587363937659,NA,22PD,Police Stations
230 Medland St,Parking garages,230 Medland St,Toronto,M6P 1P2,0,Square feet,168,0,7772.3276000000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.98241439999998,NA,NA,230MED,Parking Lots and Garages
Edenbridge Centre,Cultural facilities,235A Edenbridge Dr,Toronto,M9A 3G9,5013,Square feet,100,0,10995.272707,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.79199910799997,2.1933609656166526,NA,235AED,Cultural Facilities
235 DANFORTH,Other,235 DANFORTH,Toronto,M1L 3X2,0,Square feet,100,0,64053.042292999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2818.3338608919998,NA,NA,235DANFORTH,Leasing
23 Chester Ave,Parking garages,23 Chester Ave,Toronto,M4K 2Z9,0,Square feet,168,0,3833.1590870000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.65899982800002,NA,NA,23CHES,Parking Lots and Garages
#23 Police Division New,Police stations and associated offices and facilities,5230 Finch Ave W.,Toronto,M9V 0A1,57264,Square feet,168,0,890050.76,kWh,62501.783549,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157290.60434760997,27.065347271650847,NA,23PDN,Police Stations
23 Peele Ave,Street lighting,23 Peel Ave,Toronto,M6J 1M3,0,Square feet,100,0,548069.88550600002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24115.074962264,NA,NA,23PEEL,Streetlighting
2454 Bloor St W,Parking garages,2454 Bloor St W,Toronto,M6S 1R1,0,Square feet,168,0,454.57251400000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.001190615999999,NA,NA,2454BL,Parking Lots and Garages
Main Square Comm Ctr,Community centres,245 Main St,Toronto,M4C 5T3,35123,Square feet,100,0,550685.35899999994,kWh,102312.047647,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217599.92584883,46.430263829701779,NA,245MAI,Community Centres
Island Rd Sewage Pumping Station,Facilities related to the pumping of sewage,246 Island Rd,Toronto,M1C 2R2,0,Square feet,168,35.5043553,19106.099545000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.66837997999994,NA,538.13620870755835,246ISL,Sewage Pumping Facilities
Connorvale Park,Other,250 Valermo Dr,Toronto,M8W 2K8,0,Square feet,100,0,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1571.8319703239997,NA,NA,250VAL,Outdoor Recreational Facilities
253 Macpherson Ave,Parking garages,253 Macpherson Ave,Toronto,M4V 1B9,0,Square feet,168,0,3684.5620589999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.12073059599999,NA,NA,253MAC,Parking Lots and Garages
Albion Gardens,Other,25 Deanlea Crt,Toronto,M9V 2R5,0,Square feet,100,0,4403.2214119999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.74174212799997,NA,NA,25DEAN,Outdoor Recreational Facilities
Mimico Memorial Park,Other,25 George St,Toronto,M8V 2S1,0,Square feet,100,0,7939.4922259999994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.33765794399994,NA,NA,25GEOR,Outdoor Recreational Facilities
25 Glenforest Rd,Parking garages,25 Glenforest Rd,Toronto,M4N 2L6,0,Square feet,168,0,5448.9490939999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.75376013599998,NA,NA,25GLEN,Parking Lots and Garages
Edenbridge Sewage Blower,Other,261 Edenbridge Dr,Toronto,M9A 4S4,0,Square feet,168,0,11632.608264999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.83476365999991,NA,NA,261EDE,Sewage Pumping Facilities
265 Armadale Ave,Parking garages,265 Armadale Ave,Toronto,M6S 4T2,0,Square feet,168,0,17409.217977,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.00559098799999,NA,NA,265ARM,Parking Lots and Garages
265 Durie St,Parking garages,265 Durie St,Toronto,M6S 1N9,0,Square feet,168,0,8213.9838589999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.41528979599997,NA,NA,265DUR,Parking Lots and Garages
266 Besborough,Other,266 Besborough Dr,Toronto,M4G 2E3,0,Square feet,100,0,51.916800000000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2843391999999998,NA,NA,266BES,Outdoor Recreational Facilities
268 Rhodes Ave,Parking garages,268 Rhodes Ave,Toronto,M4L 2A3,0,Square feet,168,0,4057.6443640000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.536352016,NA,NA,268RHO,Parking Lots and Garages
2696 Eglinton Ave W,Parking garages,2696 Eglinton Ave W,Toronto,M6M 1T9,14790,Square feet,168,0,22105.336718999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.63481563599987,1.4946199340479824,NA,2696EGL,Parking Lots and Garages
26 Alvin Ave,Parking garages,26 Alvin Ave,Toronto,M4T 1S2,0,Square feet,168,0,30387.822106,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337.0641726639999,NA,NA,26ALVI,Parking Lots and Garages
279 Wilson Heights Blvd,Other,279 Wilson Heights Blvd,Toronto,M3H 2V3,0,Square feet,168,0,573.30561,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22544684,NA,NA,279WIL,Water Misc Service
Lora Hill Park,Other,27 Fernalroy Blvd,Toronto,M8Z 3W1,0,Square feet,100,0,2531.2553109999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.37523368399999,NA,NA,27FERN,Outdoor Recreational Facilities
Botanyhill Park,Other,281 Orton Park Rd,Toronto,M1G 3H4,0,Square feet,100,0,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283.41358078000002,NA,NA,281ORT,Outdoor Recreational Facilities
North Humber Park Lighting,Other,2901 Kipling Ave,Toronto,M9V 5E5,0,Square feet,100,0,110.334282,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8547084079999996,NA,NA,2901KI,Outdoor Recreational Facilities
Greenfield - Longmore Lands,Other,291 Greenfield  Ave,Toronto,M2N 3E4,0,Square feet,168,0,4004.3679269999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.19218878799998,NA,NA,291GRE,Outdoor Recreational Facilities
291 Mill Rd,Other,291 Mill Rd,Toronto,M9C 1Y5,0,Square feet,100,0,298.95279999999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.153923199999998,NA,NA,291MIL,Outdoor Recreational Facilities
295 Unwin Ave,Other,295 Unwin Ave,Toronto,M5A 1A3,0,Square feet,100,0,21226.365155000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933.96006682000007,NA,NA,295UNWIN,Outdoor Recreational Facilities
Cliffcrest Employment Services,"Administrative offices and related facilities, including municipal council chambers",2989 Kingston Rd,Toronto,M1M 1P1,8530,Square feet,70,0,104671.78729800001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4605.5586411120003,12.271069569806222,NA,2989KINGSTON2,Administrative Offices
29 Erindale Ave,Parking garages,29 Erindale Ave,Toronto,M4K 2T7,0,Square feet,168,0,11529.860503,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.31386213199994,NA,NA,29ERIN,Parking Lots and Garages
29 Old Mill Terr,Other,29 Old Mill Terr,Toronto,M8X 1A1,0,Square feet,168,0,53864.131741000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2370.021796604,NA,NA,29OLD,Water Misc Service
Charlotte Maher Park,Other,2A Mcbain Ave,Toronto,M4P 2S5,0,Square feet,100,0,128.30225899999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6452993959999995,NA,NA,2AMCBA,Outdoor Recreational Facilities
2 Church St,Parking garages,2 Church St,Toronto,M5E 1Y8,125023,Square feet,168,0,2329175.4700000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102483.72068,18.630053469343974,NA,2CHURC,Parking Lots and Garages
Avondale Park,Other,2 Everson,Toronto,M2N 7C3,0,Square feet,100,0,3434.042367,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.09786414799999,NA,NA,2EVER,Outdoor Recreational Facilities
Sir Adam Beck Park,Other,2 Orianna Dr,Toronto,M8W 4Y1,0,Square feet,100,0,944.61997199999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.563278767999996,NA,NA,2ORIAN,Outdoor Recreational Facilities
3001 McCowan Rd,Other,3001 McCowan Rd,Toronto,M1V 1B2,0,Square feet,100,0,210.47245599999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2607880639999998,NA,NA,3001MCCOW,Outdoor Recreational Facilities
3045 Brimley Rd,Other,3045 Brimley Rd,Toronto,M1V 1E1,0,Square feet,100,0,225.949749,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9417889559999999,NA,NA,3045BRIM,Outdoor Recreational Facilities
3079 Kennedy Rd,Other,3079 Kennedy Rd,Toronto,M1V 1S3,0,Square feet,100,0,128.155146,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6388264239999994,NA,NA,3079KEN,Outdoor Recreational Facilities
3084 Weston Rd,Other,3084 Weston Rd,Toronto,M9M 3A1,0,Square feet,100,0,42889.024305999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1887.1170694639998,NA,NA,3084WEST,Outdoor Recreational Facilities
Rivercrest Rink,Other,30 Harefield Dr,Toronto,M9W 4C9,495,Square feet,100,0,136203.19988600002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5992.9407949840006,275.15912605925831,NA,30HARE,Outdoor Recreational Facilities
Carmine Stefano Community Ctr,Community centres,3100 Weston Rd,Toronto,M9M 2S7,57867,Square feet,100,0,230114.69376400003,kWh,109871.788938,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217782.72761843598,24.02067567342305,NA,3100WE,Community Centres
31 Langford Ave,Parking garages,31 Langford Ave,Toronto,M4J 1L6,0,Square feet,168,0,1779.676352,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.305759487999993,NA,NA,31LANG,Parking Lots and Garages
Martin Grove Gardens Park,Other,31 Lavington Dr,Toronto,M9R 2H9,0,Square feet,100,0,1955.120244,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.025290735999988,NA,NA,31LAVI,Outdoor Recreational Facilities
#31 Police Division,Police stations and associated offices and facilities,40 Norfinch Dr,Toronto,M3N 1W8,35489,Square feet,168,0,635430.48532799992,kWh,49952.735497000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122369.611443762,32.764281124333969,NA,31PD,Police Stations
31 Yorkville Ave,Parking garages,31 Yorkville Ave,Toronto,M4W 3Y8,0,Square feet,168,0,2087983.54,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91871.27575999999,NA,NA,31YORK,Parking Lots and Garages
Kingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,3241 Kingston Rd,Toronto,M1M 1P7,0,Square feet,168,82.538722289999981,137838.264283,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6064.8836284519994,NA,1669.989973006901,3241KI,Sewage Pumping Facilities
Hillsdale Ave Parkette,Other,32 Hillsdale Ave E,Toronto,M4S 2A8,0,Square feet,100,0,741.768012,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.637792527999999,NA,NA,32HILLSDALEAVEE,Outdoor Recreational Facilities
#32 Police Division,Police stations and associated offices and facilities,30 Ellerslie Ave,Toronto,M2N 1X8,47652,Square feet,168,0,0,kWh,69638.422646999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163050.67069396199,30.419888462351288,NA,32PD,Police Stations
330 University Ave Fountain,Other,330 University Ave,Toronto,M5G 1R8,0,Square feet,100,0,81968.710980999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3606.6232831639995,NA,NA,330UNIV,Outdoor Recreational Facilities
Trumpeter Park,Other,33A Panda Sq,Toronto,M1B 6G5,0,Square feet,100,0,1153.3860709999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.748987123999996,NA,NA,33APANDA,Outdoor Recreational Facilities
33A Riverwood Pky,Other,33A Riverwood Pky,Toronto,M8Y 4E3,0,Square feet,168,0,5929.1879130000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.88426817200002,NA,NA,33ARIV,Water Misc Service
#33 Police Division,Police stations and associated offices and facilities,50 Upjohn Rd,Toronto,M3B 2W1,27889,Square feet,168,0,418202.41949600005,kWh,43101.151495999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99862.082785264007,31.310271299338588,NA,33PD,Police Stations
33 Queen St E,Parking garages,33 Queen St E,Toronto,M5C 3G5,173030,Square feet,168,0,533015.21236699994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23452.669344147995,3.0804914365353877,NA,33QUEE,Parking Lots and Garages
342 Prince Edward Dr,Parking garages,342 Prince Edward Dr N,Toronto,M8X 1B2,0,Square feet,168,0,10251.456446,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.06408362399998,NA,NA,342PED,Parking Lots and Garages
