Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Graydon Hall Tennis,Other,34 Karen Rd,Toronto,M3A 3L6,0,Square feet,100,0,9244.6134060000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.76298986400002,NA,NA,GHT,Outdoor Recreational Facilities
Gibson House Museum,Cultural facilities,5172 Yonge St,Toronto,M2N 5P6,8364,Square feet,100,0,112430.485376,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4946.941356544,13.442246991434208,NA,GIBH,Cultural Facilities
Giltspur Park,Other,85 MAGELLAN DR,North York,M3L 1T2,0,Square feet,100,0,50.842401000000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2370656439999999,NA,NA,GILPK,Outdoor Recreational Facilities
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,Toronto,M9M 3A3,44304,Square feet,100,0,755873.4145190001,kWh,83533.437279000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191136.62669614601,36.965466092736023,NA,GIRCA,Indoor Recreational Facilities
Glamorgan Park,Other,50 Antrim Crescent,Toronto,M1P 4T1,0,Square feet,100,0,20734.348536000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912.31133558400006,NA,NA,GLAMOR,Outdoor Recreational Facilities
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,M6B 2M1,10236,Square feet,100,0,352772.10762299999,kWh,40531.655588000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92126.80179673199,76.265733784237483,NA,GLENC,Community Centres
Glendora Park,Other,201 Glendora,Toronto,M2N 2W5,0,Square feet,100,0,3368.2854179999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.204558392,NA,NA,GLENDO,Outdoor Recreational Facilities
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,Toronto,M2M 1K8,43540,Square feet,100,0,668642.81000000006,kWh,86619.665036999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193131.45055993,36.358924447913438,NA,GOULA,Indoor Recreational Facilities
Grange Park FH / WR,Other,317 Dundas St W,Toronto,M5T 1G4,1679,Square feet,100,0,11041.943178000001,kWh,3548.6453340000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7192.7851810920001,28.888709749717499,NA,GPWR,Outdoor Recreational Facilities
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,Toronto,M3J 1B3,33637,Square feet,100,0,619269.48155000003,kWh,83204.105769000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184503.61709160998,44.523496086616397,NA,GRANA,Indoor Recreational Facilities
Grand River Sewage Pumping Station,Facilities related to the pumping of sewage,125 Grand River Blvd,Toronto,M1B 1G4,0,Square feet,168,33.250600570000003,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.21712972,NA,146.42115727995832,GRANDR,Sewage Pumping Facilities
Geary Ave Parkette,Other,160 Geary Av,Toronto,M6H 2B3,0,Square feet,100,0,2726.851161,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.981451084,NA,NA,GRAP,Outdoor Recreational Facilities
Grattan Park,Other,52 Grattan St,Toronto,M9N 3J5,0,Square feet,100,0,1322.9753620000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.210915928000006,NA,NA,GRATTAN,Outdoor Recreational Facilities
Gracedale Park,Other,186 Gracedale Blvd,Toronto,M9L 2C1,0,Square feet,100,0,44009.128258999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936.4016433959998,NA,NA,GRDP,Outdoor Recreational Facilities
Greenwood Park,Other,150 Greenwood Ave,Toronto,M4L 2P8,21130,Square feet,100,0,607664.55782099999,kWh,56705.718398000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133911.04831634398,57.089212885212902,NA,GREE,Outdoor Recreational Facilities
Greenfield Park,Other,10 Wilmar Rd,Toronto,M9B 3R7,0,Square feet,168,0,2203.5549679999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.956418591999991,NA,NA,GREEN,Outdoor Recreational Facilities
G. Ross Lord Park,Other,4801 Dufferin St,Toronto,M3H 5T3,6405,Square feet,100,0,4651.3447059999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.65916706399997,0.72620828830647022,NA,GRLP,Outdoor Recreational Facilities
Glen Rouge Park,Other,7540 Kingston Rd,Toronto,M1N 4G1,2013,Square feet,100,0,220161.06026200001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9687.0866515279995,109.37008325869405,NA,GRP,Outdoor Recreational Facilities
Glen Stewart Av Park,Other,241 Glen Manor Rd,Toronto,M4E 1R9,0,Square feet,100,0,5268.2037789999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.80096627599997,NA,NA,GSAP,Outdoor Recreational Facilities
Gihon Spring Pool,Other,75 Gihon Spring Dr,Toronto,M9V 4X6,1873,Square feet,100,0,22760.982958000001,kWh,3157,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6968.2132501519991,29.945932294753263,NA,GSP,Outdoor Recreational Facilities
Grafton Parkette,Other,19 Roncesvalles Ave,Toronto,M1A 3T7,0,Square feet,100,0,908.95417100000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.993983524000001,NA,NA,GTP,Outdoor Recreational Facilities
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Toronto,M8V 3L9,21097,Square feet,100,0,729884.36117599998,kWh,160294.20948300001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335070.96781461401,114.80651161448101,NA,GUSR,Indoor Swimming Pool
Giovanni Caboto Pool/Rink,Other,1369 St Clair Ave W,Toronto,M6E 1C5,55400,Square feet,100,0,768371.73899100011,kWh,26077.236559000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83094.333612114002,18.838732041002441,NA,GVC,Outdoor Recreational Facilities
Guildwood,Public libraries,123 Guildwood Pkwy,Toronto,M1E 4V2,3014,Square feet,70,0,33283.369198,kWh,2647.6956530000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6468.6130288820004,20.316709897730505,NA,GW,Public Libraries
Gwendolen Park Tennis,Other,1 Gwendolen Cres,Toronto,M3A 3L6,1916,Square feet,100,0,44499.328235000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1957.9704423399999,23.225215891893345,NA,GWDP,Outdoor Recreational Facilities
Gzowski Monument,Cultural facilities,0 Lake Shore Blvd W Near Gzowsk,Toronto,M6S 5A3,0,Square feet,100,0,2726.776394,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.97816133599999,NA,NA,GZOW,Cultural Facilities
Habitant Arena,Indoor sports arenas,3383 Weston Rd,Toronto,M9M 2V9,26307,Square feet,100,0,379687.37570799998,kWh,63752.941270000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137199.30353145199,40.016447793719607,NA,HABIA,Indoor Sports Arena
Halbert Park,Other,31 McCowan Rd,Toronto,M1M 3L7,3150,Square feet,100,0,8980.1212509999987,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.12533504399994,2.850844021641866,NA,HALB,Outdoor Recreational Facilities
Art Eggleton Park,Other,326 Harbord St,Toronto,M6G 1H1,0,Square feet,100,0,1639.46082,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.136276080000002,NA,NA,HARBP,Outdoor Recreational Facilities
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,M5T 1B1,15263,Square feet,100,0,211205.09373300002,kWh,56515.499792999995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116107.31873302198,52.927069539856575,NA,HARRC,Indoor Swimming Pool
Harryetta Gardens,Other,170 Torresdale Ave,Toronto,M2R 3E3,0,Square feet,100,0,658.199929,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.960796876,NA,NA,HARRY,Outdoor Recreational Facilities
Harwood Hall Community Ctr,Community centres,85 Cayuga Ave,Toronto,M6N 2G4,4306,Square feet,100,0,24997.738785000001,kWh,10073.659562999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20139.117080609998,30.502305677724369,NA,HARWC,Community Centres
Humber Bay,Public libraries,200 Parklawn Rd,Toronto,M8Y 3J3,2400,Square feet,70,0,38306.108103999999,kWh,2825.7700540000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7026.1741586359994,28.390504183333718,NA,HB,Public Libraries
Sony Centre,Performing arts facilities,1 Front St. E.,Toronto,M5E 1B2,173084,Square feet,100,0,2565459.0164509998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395240.50456980238,22.286619940858593,NA,HBC,Performing Arts Facilities
Humber Bay Life Stn,Police stations and associated offices and facilities,2233 Lakeshore Blvd,Toronto,M8V 1A1,1830,Square feet,168,0,71528.032433,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3147.233427052,39.086519380583873,NA,HBLS,Police Stations
Havenbrook Park Tennis,Other,15 Havenbrook Blvd,Toronto,M2J 1A3,1916,Square feet,100,0,41485.630218000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1825.3677295920002,21.652298055737255,NA,HBP,Outdoor Recreational Facilities
Humber Bay Park East,Other,2223 Lake Shore Blvd W.,Toronto,M8V 0B1,2551,Square feet,100,0,118892.299564,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5231.261180816,46.606348470631723,NA,HBPE,Outdoor Recreational Facilities
Baby Point Sewage Pumping Station,Facilities related to the pumping of sewage,61 Humberview Rd,Toronto,M6S 1W7,0,Square feet,168,233.55282149999999,60473.163435000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2660.8191911399999,NA,258.92821597325178,HBPS,Sewage Pumping Facilities
Humber Bay Park West,Other,2225 Lake Shore Blvd.W.,Toronto,M8V 0B1,3875,Square feet,100,0,85302.331980000003,kWh,6239.8469690000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15546.613378530001,39.012949504770624,NA,HBPW,Outdoor Recreational Facilities
Hillcrest,Public libraries,5801 Leslie St,Toronto,M2H 1J8,7470,Square feet,70,0,106233.53042899999,kWh,15351.662069999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33688.916651175998,35.916680148865993,NA,HC,Public Libraries
Highland Creek Bwlng,Other,3400 Ellesmere Rd,Toronto,M1E 2P9,0,Square feet,100,0,0,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.22412976399999,NA,NA,HCB,Outdoor Recreational Facilities
Hollis Childcare Centre,Other,1 Hollis St,Toronto,M6M 4N1,5576,Square feet,100,0,87875.190285000004,kWh,14886.447102,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32001.893395319999,43.943333374879835,NA,HCC,Child Care Facilities
Hillcrest Park,Other,25 Hillcrest Dr,Toronto,M4X 1E8,1604,Square feet,100,0,57325.386569999995,kWh,929.20955800000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4278.5230736999993,41.854773413973568,NA,HCP,Outdoor Recreational Facilities
Highland Creek Treatment Plant,Facilities related to the treatment of sewage,51 Beechgrove Dr,Toronto,M1E 3Z3,255395,Square feet,168,60208,35381298.590000004,kWh,10405596.893585,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21223355.266835652,568.65134424845269,2412.1497153922001,HCTP,Sewage Treatment Facilities
Hendon Park,Other,50 Hendon Ave,Toronto,M2M 1A2,2056,Square feet,100,0,109900.791942,kWh,18.000001000000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4869.6548473379989,53.546338198577807,NA,HDTC,Outdoor Recreational Facilities
Hideaway Park,Other,1 Audley Av Rr,Toronto,M4M 1P5,194,Square feet,100,0,2836.773506,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.81803426399999,14.622604772626847,NA,HDWP,Outdoor Recreational Facilities
Heron Park C.C,Community centres,292 Manse Rd,Toronto,M1E 3V4,52377,Square feet,100,0,1056144.3500000001,kWh,95338.451612999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226660.02494857,39.380124055993626,NA,HEROC,Community Centres
Harbourfront Community Centre,Community centres,627 Queens Quay West,Toronto,M5V 3G3,123214,Square feet,100,0,1172509.9715,kWh,107414.61411800001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254604.05942902001,18.719170453390216,NA,HFCC,Community Centres
Historic Fort York,Cultural facilities,100 Garrison Rd.,Toronto,M5V 3K9,22819,Square feet,100,0,817013.67070999998,kWh,38897.386362999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109464.66173731,53.799333016007033,NA,HFY,Cultural Facilities
Hickory Tree,Other,100 Hickory Tree Rd,Toronto,M6N 3W4,0,Square feet,100,0,15615.084140999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.06370220399992,NA,NA,HICKOR,Outdoor Recreational Facilities
Highview Park,Other,1859 Kingston Rd.,Toronto,M1N 2H7,0,Square feet,100,0,49625.086260999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2183.5037954839995,NA,NA,HIGHV,Outdoor Recreational Facilities
High Park,Other,0 Colborne Lodge Dr,Toronto,M6R 2Z3,0,Square feet,100,0,432708.02384800004,kWh,22552.217329000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61662.843801122006,NA,NA,HIP,Outdoor Recreational Facilities
High Park Greenhouses,Other,15 High Park,Toronto,M6P 2R5,60386,Square feet,168,0,588021.82741799997,kWh,543583.41036799992,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053245.6060019117,104.76761749874636,NA,HIPG,Greenhouses
High Park Tennis Club,Other,430 Parkside Dr,Toronto,M6R 2Z3,0,Square feet,100,0,45047.664182,kWh,7684.3105880000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16505.444235327999,NA,NA,HIPT,Outdoor Recreational Facilities
Highland Creek,Public libraries,3550 Ellesmere Rd,Toronto,M1C 4Y6,6997,Square feet,70,0,152340.548717,kWh,5918.0000009999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17888.004145437997,30.701160220461514,NA,HLC,Public Libraries
High Level Pumping Station,Facilities related to the pumping of water,25 Popular Plains Rd.,Toronto,M4V 2M7,46403,Square feet,168,47712.74,9671925.4800000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425564.72112,208.43406201516066,202.71243654607764,HLPS,Water Pumping Facilities
Health Office,"Administrative offices and related facilities, including municipal council chambers",662 Jane St,Toronto,M6N 4A7,2540,Square feet,70,0,11794.075476,kWh,973.34982300000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2358.5704864139998,8.6887926779013434,NA,HOJS,Administrative Offices
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Toronto,M8W 2C2,4252,Square feet,100,0,13220.417576,kWh,7316.3308729999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14409.563723313999,21.274020195549532,NA,HORNC,Indoor Recreational Facilities
High Park Library,Public libraries,228 Roncesvalles Ave.,Toronto,M6R 2L7,9494,Square feet,70,0,138218.69835300001,kWh,17206.934487999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38602.728909851998,33.691652124527025,NA,HP,Public Libraries
Hanlan's Point Buildings,Other,0 Hanlans Pt,Toronto,M5V 1A1,7524,Square feet,100,0,315265.29064100003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13871.672788204001,41.901462552681778,NA,HPB,Outdoor Recreational Facilities
High Park Ice Rink,Other,0 Colborne Lodge Dr,Toronto,M6R 2Z3,0,Square feet,100,0,403732.21460500004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17764.21744262,NA,NA,HPIR,Outdoor Recreational Facilities
Humber Summit,Public libraries,2990 Islington Ave,Toronto,M9L 2K9,9042,Square feet,70,0,107629.719967,kWh,9326.2342850000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22362.290477197999,22.791956805108541,NA,HS,Public Libraries
Huron St Plaground,Other,129 Lowther Av Huron Pgd,Toronto,M5R 2R3,0,Square feet,100,0,2272.386465,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.985004459999999,NA,NA,HSPG,Outdoor Recreational Facilities
Home Smith Park Wr,Other,100 Humber Blvd,Toronto,M6N 2H7,431,Square feet,100,0,13225.720125,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.93168549999996,30.686253438902988,NA,HSPW,Outdoor Recreational Facilities
Hodgson School,Other,276 Davisville Ave,Toronto,M4X 1E8,2874,Square feet,100,0,444658.58438499999,kWh,2521.5156480000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24330.642287659997,163.98032093544379,NA,HSSC,Outdoor Recreational Facilities
Harbour Square WR,Other,21A Queens Quay W,Toronto,M5J 2V3,829,Square feet,100,0,58791.368973000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2586.8202348119999,70.918714037439557,NA,HSWR,Outdoor Recreational Facilities
Hamilton Street Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",138 Hamilton St,Toronto,M4M 2E1,2756,Square feet,70,0,76454.54492700001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3363.9999767880004,27.741242194341027,NA,HSY,Storage Facilities
Hickory Tree Lawn Fountain,Other,100 Hickory Tree Road,Toronto,M9N 1H7,0,Square feet,100,0,62814.169129999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763.8234417199997,NA,NA,HTLF,Outdoor Recreational Facilities
HTO Park,Other,339 Queens Quay West,Toronto,M5V 1A2,0,Square feet,100,0,21775.879561999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.13870072799989,NA,NA,HTO,Outdoor Recreational Facilities
Humber Treatment Plant,Facilities related to the treatment of sewage,130 The Queensway,Toronto,M8Y 1H9,224869,Square feet,168,98174,65989939.066875003,kWh,1339106.858668,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5434469.281825019,356.32669535860316,816.17156944398448,HTP,Sewage Treatment Facilities
Humber Valley Rink,Other,50 Anglesey Blvd,Toronto,M9A 3B5,0,Square feet,100,0,193909.19294000001,kWh,9994.11384,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27420.879646959998,NA,NA,HUMBR,Outdoor Recreational Facilities
HUSAR,Fire stations and associated offices and facilities,21 Old Eglinton,Toronto,M4A 0A2,11485,Square feet,168,0,236182.32845,kWh,30543.158522999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68118.592060269992,48.639071813229343,NA,HUSAR,Fire Stations
Humber Valley Golf Course,Other,240 Albion Rd.,Toronto,M9W 2P1,4327,Square feet,100,0,70353.74739199999,kWh,45974.261458000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,89986.919040867986,128.42448176553106,NA,HVGC,Outdoor Recreational Facilities
Humber Valley Gc Serv.bldg,Other,10 Armel Court,Toronto,M9W 6L4,4080,Square feet,100,0,55633.648437000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2447.8805312280001,13.635754961732472,NA,HVSB,Outdoor Recreational Facilities
Hollywood Park Tennis,Other,75 Hollywood Ave.,Toronto,M4L 2K4,1668,Square feet,100,0,22881.676875000001,kWh,5390.2609550000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11194.386987450001,47.832972840208868,NA,HWTC,Outdoor Recreational Facilities
Hazeldean Park,Other,160 Rosedale Valley Rd,Toronto,M4W 3M4,0,Square feet,100,0,6362.4946120000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.94976292799998,NA,NA,HZDP,Outdoor Recreational Facilities
Intelligence Bureau,Police stations and associated offices and facilities,30 Upjohn St,Toronto,M3B 1Y2,70547,Square feet,168,0,1637118.04,kWh,80668.75,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224497.13125999999,35.27753873931303,NA,IB,Police Stations
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,M6M 2L6,112268,Square feet,70,0,1455285.9175209999,kWh,63385.553970999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183831.27737611398,18.92291036140373,NA,IDTS,Transfer Stations
Ivan Forrest Gardens,Other,131 Glen Manor Dr,Toronto,M4E 2X6,0,Square feet,100,0,1233.1685520000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.259416288000004,NA,NA,IFGD,Outdoor Recreational Facilities
Iroquois Fieldhouse,Other,295 Chartland Blvd,Toronto,M1P 4N7,0,Square feet,100,0,6947.0460469999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.67002606799997,NA,NA,IFH,Outdoor Recreational Facilities
Island Filtration Plant,Facilities related to the treatment of water,446 Lakeshore Ave,Toronto,M5J 2W2,64196,Square feet,168,78615,8415112.4199999999,kWh,39376.766345999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444687.03487393999,137.56056579533373,112.3301924797716,IFP,Water Treatment Facilities
Ingram Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",86 Ingram Dr,Toronto,M6M 2L6,23907,Square feet,70,0,388310.41542800004,kWh,47657.593547999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107158.51008455199,37.287038863355029,NA,INGRY,Storage Facilities
Islington Senior Centre,Indoor recreational facilities,4968 Dundas St W,Toronto,M9A 1B7,9967,Square feet,100,0,99861.42343499999,kWh,11728.788992000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26561.313826019999,22.442029607395099,NA,ISLIC,Indoor Recreational Facilities
Jonathan Ashbridge Park,Other,1515 Queen St E,Toronto,M4L 2Y5,0,Square feet,100,0,9089.2990740000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399.92915925599999,NA,NA,JAP,Outdoor Recreational Facilities
