Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
2 Civic Centre Court,"Administrative offices and related facilities, including municipal council chambers",2 Civic Centre Court,Etobicoke,46145,70,0,1259536.64,34119.04482,"110,159",35.1
51 Lisgar,"Administrative offices and related facilities, including municipal council chambers",51 Lisgar,Toronto,10053,70,0,70947.46494,5120.625161,"12,282",12.4
Archives and Records Centre,"Administrative offices and related facilities, including municipal council chambers",255 Spadina Rd,Toronto,39590,70,0,480158.2083,46939.28928,"106,456",24.6
Atlantic Ave Storage Bldg,"Administrative offices and related facilities, including municipal council chambers",98 Atlantic Ave,Toronto,43002,70,0,105617.7263,26977.43636,"55,051",9.1
Central Services Office,"Administrative offices and related facilities, including municipal council chambers",329 Chaplin Cres.,Toronto,18299,70,0,181378.168,21082.35492,"46,580",22.1
City Clerk's Office,"Administrative offices and related facilities, including municipal council chambers",88 Sunrise Ave,North York,34843,70,0,710224.4936,48343.39698,"117,406",35
City Hall,"Administrative offices and related facilities, including municipal council chambers",100 Queen St W,Toronto,780061,70,0,13448190.39,0,"2,693,549",39.8
Cliffcrest Employment Services,"Administrative offices and related facilities, including municipal council chambers",2989 Kingston Rd,Scarborough,8530,70,0,112550.6094,0,"4,052",13.2
Consolidated Communication Ctr,"Administrative offices and related facilities, including municipal council chambers",703 Don Mills Rd,North York,132999,70,0,7361109.369,256042.3533,"751,401",75.7
Crossways Employment Services,"Administrative offices and related facilities, including municipal council chambers",2340 Dundas St W,Toronto,18277,70,0,852922.5526,44993.61161,"116,179",72.7
Dyas Road,"Administrative offices and related facilities, including municipal council chambers",14 & 18 Dyas Rd,North York,102516,70,0,1655333.667,105208.7494,"259,456",27
East Court & Municipal Services,"Administrative offices and related facilities, including municipal council chambers",1530 Markham Rd,Scarborough,120104,70,0,1950837.441,105860.7137,"271,333",25.5
East York Civic Centre,"Administrative offices and related facilities, including municipal council chambers",850 Coxwell Ave,Toronto,67544,70,0,1789712.88,104399.5668,"262,756",42.8
Eastern District Office,"Administrative offices and related facilities, including municipal council chambers",1 Eastville Ave.,Scarborough,19849,70,0,96300.75091,32070.23896,"64,390",21.9
Election Services Building,"Administrative offices and related facilities, including municipal council chambers",89 Northline Road,East York,55004,70,0,257136.3267,71888.49756,"145,823",18.5
Etobicoke Civic Centre,"Administrative offices and related facilities, including municipal council chambers",399 The West Mall,Etobicoke,154925,70,0,2723553.058,187349.213,"453,953",30.3
Etobicoke North Office,"Administrative offices and related facilities, including municipal council chambers",220 Attwell Dr,Etobicoke,20279,70,0,478213.0076,44398.22722,"101,559",46.7
Etobicoke South Office,"Administrative offices and related facilities, including municipal council chambers",779 The Queensway,Etobicoke,22497,70,0,455275.5274,29544.3875,"72,515",34.1
Fire Services - East Command Offices,"Administrative offices and related facilities, including municipal council chambers",3 Dohme Ave,East York,25898,70,0,137418.2287,22153.38182,"47,032",14.3
Forestry W District Office,"Administrative offices and related facilities, including municipal council chambers",1 Bathurst St,Toronto,8999,70,0,86176.77714,22131.60034,"45,146",35.5
Former Hydro Building,"Administrative offices and related facilities, including municipal council chambers",1652 Keele St,Toronto,22497,70,0,433208.673,5095.970487,"25,276",21.6
Golden Mile Employment & Social Services,"Administrative offices and related facilities, including municipal council chambers",1880 Eglinton Ave E,Scarborough,45000,70,0,499083.8042,57983.00494,"128,117",24.7
Health Office,"Administrative offices and related facilities, including municipal council chambers",662 Jane St,Toronto,2540,70,0,12945.06313,1065.239296,"2,490",9.5
Metro Hall,"Administrative offices and related facilities, including municipal council chambers",55 John St,Toronto,787186,70,0,8690881.448,0,"1,879,928",28.9
North District Office,"Administrative offices and related facilities, including municipal council chambers",275 Merton St,Toronto,66747,70,0,437159.1183,39868.87188,"91,476",12.9
North York Central Office,"Administrative offices and related facilities, including municipal council chambers",1117 Finch Ave.W,North York,18934,70,0,434366.5827,19831.30472,"53,311",34
North York Civic Centre,"Administrative offices and related facilities, including municipal council chambers",5100 Yonge Street,North York,303518,70,0,5708637.585,421383.2399,"1,006,008",33.5
Old City Hall,"Administrative offices and related facilities, including municipal council chambers",60 Queen St.W.,Toronto,350494,70,0,2695471.444,0,"1,404,775",30.2
Pape Avenue Multiuse Building,"Administrative offices and related facilities, including municipal council chambers",126 Pape Ave,Toronto,9365,70,0,85638.05484,23231.58854,"47,216",35.3
Property Dept Workshop,"Administrative offices and related facilities, including municipal council chambers",786 Dundas St E,Toronto,39170,70,0,119614.5619,106591.624,"206,797",31.8
Property Maintenance Office,"Administrative offices and related facilities, including municipal council chambers",149 River St,Toronto,13487,70,0,127005.6022,27474.86523,"56,766",30.9
Public Health Building,"Administrative offices and related facilities, including municipal council chambers",175 Memorial Park Ave,Toronto,6394,70,0,72104.03425,10646.2451,"22,820",28.9
Public Health HQ,"Administrative offices and related facilities, including municipal council chambers",277 Victoria St,Toronto,111385,70,0,1889680.717,31349.15152,"127,582",19.9
Queen Street Office,"Administrative offices and related facilities, including municipal council chambers",1631 Queen St. E.,Toronto,25327,70,0,312114.8506,37404.05429,"82,292",27.9
Rexdale Community Hub,"Administrative offices and related facilities, including municipal council chambers",21 Panorama Crt,Etobicoke,96369,70,0,1123136.118,95125.03161,"221,141",22.1
Scarborough Civic Centre,"Administrative offices and related facilities, including municipal council chambers",150 Borough Dr,Scarborough,372868,70,0,6230563.653,234291.1129,"669,381",23.3
Scarborough West Office,"Administrative offices and related facilities, including municipal council chambers",1225 Kennedy Rd,Scarborough,19999,70,0,476648.4356,39833.87866,"92,831",44.9
St Lawrence Hall,"Administrative offices and related facilities, including municipal council chambers",157 King St East,Toronto,55413,70,0,987151.3786,43817.68727,"118,777",26.2
Toronto Island Service Office,"Administrative offices and related facilities, including municipal council chambers",1 Lake Shore Ave,Toronto,20968,70,0,100143.0335,9136.805647,"20,962",9.4
Toronto Water Centre,"Administrative offices and related facilities, including municipal council chambers",60 Tiffield Rd,Scarborough,64831,70,0,3126117.365,143803.1745,"385,722",71.6
Water Revenue Office,"Administrative offices and related facilities, including municipal council chambers",77 Elizabeth St,Toronto,14768,70,0,180400.1622,18998.2159,"42,585",25.8
Wellesley Jarvis Office,"Administrative offices and related facilities, including municipal council chambers",111 Wellesley St.E.,Toronto,52108,70,0,1259737.919,0,"45,351",24.2
Western District Office,"Administrative offices and related facilities, including municipal council chambers",61 Edgehill Rd.,Etobicoke,4844,70,0,28793.69656,14158.58195,"27,933",36.8
York Civic Center,"Administrative offices and related facilities, including municipal council chambers",2700 Eglinton Ave W,Toronto,72915,70,0,1241941.162,98679.05853,"232,170",31.3
Ambulance Headquarters,Ambulance stations and associated offices and facilities,4330 Dufferin St,North York,143494,168,0,3586967.411,266369.1128,"635,150",44.6
EMS Workshop West,Ambulance stations and associated offices and facilities,866 Richmond St.W.,Toronto,1658,168,0,14583.57008,6934.107432,"13,698",52.9
Multi-Function Station #1,Ambulance stations and associated offices and facilities,1300 Wilson Ave.,North York,21781,168,0,127576.9688,10569.65543,"24,672",11
NE District Office / Station #20,Ambulance stations and associated offices and facilities,2430 Lawrence Ave E,Scarborough,7782,168,0,293727.8118,25612.50793,"59,230",72.5
NW District Office & Garage,Ambulance stations and associated offices and facilities,50 Toryork Dr,North York,13153,168,0,155135.672,14947.10588,"33,980",23.8
Station #10,Ambulance stations and associated offices and facilities,2015 Lawrence Ave.W.,Toronto,5005,168,0,61059.50249,9522.631318,"20,288",32.3
Station #11,Ambulance stations and associated offices and facilities,1135 Caledonia Rd,North York,3574,168,0,32518.56625,10804.88922,"21,697",41
Station #12,Ambulance stations and associated offices and facilities,1535 Albion Rd.,Etobicoke,1938,168,0,36345.74756,1565,"4,281",27.3
Station #13,Ambulance stations and associated offices and facilities,555 Martin Grove Rd,Etobicoke,2756,168,0,28377.28689,10067.36327,"20,146",48.9
Station #14,Ambulance stations and associated offices and facilities,321 Rexdale Blvd,Etobicoke,4252,168,0,57917.86957,5729.751515,"12,970",27.8
Station #18,Ambulance stations and associated offices and facilities,643 Eglinton Ave.W.,Toronto,1345,168,0,67472.79221,14709.87923,"30,373",165.6
Station #21,Ambulance stations and associated offices and facilities,887 Pharmacy Ave,Scarborough,2799,168,0,39517.03988,8744.716172,"18,035",47.1
Station #22,Ambulance stations and associated offices and facilities,3100 Eglinton Ave. E.,Scarborough,2583,168,0,42799.2354,3545.119318,"8,275",31.1
Station #24,Ambulance stations and associated offices and facilities,3061 Birchmount Rd,Scarborough,2659,168,0,24869.98581,5452.875455,"11,254",31
Station #28,Ambulance stations and associated offices and facilities,2900 Lawrence Ave.E.,Toronto,1905,168,0,40286.00415,10379.1053,"21,167",78.7
Station #30 & Garage & Office,Ambulance stations and associated offices and facilities,100 Turnberry Ave,Toronto,16380,168,0,202466.1868,49396.33716,"101,127",44.2
Station #31,Ambulance stations and associated offices and facilities,4219 Dundas St.W.,Etobicoke,2831,168,0,40930.2517,5044.826667,"11,057",33.3
Station #32,Ambulance stations and associated offices and facilities,9 Clendenan Ave.,Toronto,3218,168,0,19951.86277,4581.673226,"9,422",21.2
Station #33,Ambulance stations and associated offices and facilities,760 Dovercourt Rd,Toronto,3132,168,0,32766.32484,6476.973561,"13,484",32.3
Station #34,Ambulance stations and associated offices and facilities,674 Markham St,Toronto,13939,168,0,63845.01486,56482.41196,"109,597",47.4
Station #37,Ambulance stations and associated offices and facilities,1288 Queen St.W.,Toronto,4413,168,0,50237.89407,5517.457994,"12,290",24.6
Station #38,Ambulance stations and associated offices and facilities,259 Horner Ave.,Etobicoke,5102,168,0,69599.42621,18773.82527,"38,170",52.5
Station #39,Ambulance stations and associated offices and facilities,155 The East Mall,Etobicoke,1927,168,0,41646.77146,0,"1,499",21.6
Station #40,Ambulance stations and associated offices and facilities,58 Richmond St.E.,Toronto,12798,168,0,164849.3419,17497.99022,"39,175",27.3
Station #41,Ambulance stations and associated offices and facilities,1300 Pape Ave.,Toronto,1841,168,0,84957.88037,14369.00067,"30,355",128.5
Station #42,Ambulance stations and associated offices and facilities,1535 Kingston Rd.,Scarborough,6997,168,0,122124.6815,13681.28194,"30,387",38.1
Station #45,Ambulance stations and associated offices and facilities,135 Davenport Rd.,Toronto,11496,168,0,85123.41124,11348.72939,"24,624",17.8
Station #46,Ambulance stations and associated offices and facilities,105 Cedarvale Ave.,Toronto,1572,168,0,21069.71115,7445.317792,"14,902",63.4
Station #47,Ambulance stations and associated offices and facilities,3600 St. Clair Ave. E.,Scarborough,1787,168,0,37819.17355,4697.51003,"10,285",48.9
Station #52,Ambulance stations and associated offices and facilities,64 Murray Rd,North York,38760,168,0,696813.8288,58512.89397,"136,242",33.9
Station #54,Ambulance stations and associated offices and facilities,4135 Bathurst St.,North York,1324,168,0,67467.10432,15453.04154,"31,785",174.2
Etobicoke Animal Centre,Other,146 The East Mall,Etobicoke,6588,168,0,282291.9796,63553.167,"130,894",144.7
North York Animal Centre,Other,1300 Sheppard Ave W,North York,13218,168,0,338797.5262,8695.403448,"28,715",32.6
Scarborough Animal Centre,Other,821 Progress Ave,Scarborough,12831,168,0,345067.6926,61121.80581,"128,535",77.2
Albion Road Childcare Centre,Other,1545 Albion Rd,Etobicoke,5543,100,0,55621.79911,16103.50953,"32,594",40.7
Ancaster Childcare Centre,Other,45 Ancaster Rd,North York,7018,100,0,149276.8392,14633.25375,"33,173",43.3
City Kids Childcare Centre,Other,34 Bathurst,Toronto,8460,100,0,61221.50015,8918.231208,"19,146",18.4
Danforth Childcare Centre,Other,1125 Danforth Ave,Toronto,6351,100,0,124508.8309,8467.080173,"20,567",33.7
Davisville Childcare Centre,Other,41 Millwood Rd,Toronto,3595,100,0,25142.3655,0,905,7
Jesse Ketchum Childcare Centre,Other,7 Berryman St,Toronto,11550,100,0,23860.8972,27331.05667,"52,780",27
Malvern Childcare Centre,Other,1321 Neilson Rd,Scarborough,6501,100,0,151143.7179,7682.914,"20,036",35.7
Regent Park Childcare Centre,Other,30 Regent St,Toronto,15963,100,0,305919.1124,0,"11,013",19.2
Thomas Berry Childcare Centre,Other,3495 Lakeshore Blvd.W.,Etobicoke,9117,100,0,118601.3745,21346.09217,"44,821",37.7
Willowridge Childcare Centre,Other,30 Earldown Dr,Etobicoke,4844,100,0,72359.58284,20199.15494,"40,977",59
Woodbine Childcare Centre,Other,700 Milverton Blvd,Toronto,4801,100,0,49967.40823,0,"1,799",10.4
Roselawn Comm Tower,Other,408 Roselawn,Toronto,1,168,0,57596.38238,0,"2,073","57,596.60"
St Clair Comm Tower,Other,301 St Clair Ave W,Toronto,1,168,0,62278.51881,0,"2,242","62,278.80"
519 Church St Comm Ctr,Community centres,519 Church St,Toronto,15554,100,0,466784.1647,0,"16,804",30
Amesbury Community Center,Community centres,1507 Lawrence Ave W,North York,37975,100,0,268415.1711,37893.22313,"81,648",17.6
Ancaster C.C.,Community centres,41-47 Ancaster Rd,North York,7513,100,0,91837.75316,15512.44739,"32,775",34
Annette R.C,Community centres,333 Annette St,Toronto,20774,100,0,356478.0955,0,"12,833",17.2
Armour Height C.C,Community centres,2140 Avenue Rd,Toronto,19773,100,0,204597.125,22821.42358,"50,719",22.5
Banbury C.C.,Community centres,120 Banbury Rd,North York,9537,100,0,117133.0587,14950.09545,"32,617",28.8
Berner Trail C.C,Community centres,120 Berner Trail,Scarborough,10204,100,0,107053.0853,24877.25384,"51,113",36.2
Birchmount C.C,Community centres,93 Birchmount Rd,Scarborough,46166,100,0,1324707.215,258253.0099,"538,290",87.7
Birkdale C.C,Community centres,1299 Ellesmere Rd,Scarborough,11733,100,0,261155.8489,11791.53506,"31,802",32.9
Bocci Club,Community centres,6 Thora Ave @Danforth & Victoria,Scarborough,4004,100,0,6769.055047,0,244,1.7
Burrows Hall Community Complex,Community centres,1081 Progress Ave,Scarborough,43185,100,0,808200.9369,52652.83463,"129,119",31.6
Carmine Stefano Community Ctr,Community centres,3100 Weston Rd,North York,57867,100,0,226287.9994,88777.23271,"176,796",20.1
Cecil Community Ctr,Community centres,58 Cecil St,Toronto,5769,100,0,69242.495,0,"2,493",12
Cedar Brook C.C,Community centres,91 Eastpark Blvd,Scarborough,14951,100,0,142581.1262,6516.366061,"17,512",14.1
Chapley C.C / Wilmington Park,Community centres,205 Wilmington Ave.,North York,6997,100,0,336831.4606,21844.44904,"53,624",81.1
Commander Park C.C,Community centres,140 Commander Blvd,Scarborough,56317,100,0,936822.3979,54290.6059,"136,861",26.8
Community Centre 55,Community centres,97 Main St,Toronto,8999,100,0,57691.24652,0,"2,077",6.4
Curran Hall C.C,Community centres,277 Orton Park Rd,Scarborough,2508,100,0,46991.46371,7474.557613,"15,891",50.2
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,2282,100,0,8260.675626,3775.388508,"7,469",21.1
David Appleton Community Centre,Community centres,33A Pritchard Ave,Toronto,2906,100,0,59059.04687,8038.343869,"17,396",49.5
Don Montgomery,Community centres,2467 Eglinton Ave E,Scarborough,89125,100,0,1931331.73,149275.6033,"353,105",39.4
Driftwood C.C,Community centres,4401 Jane St.,North York,25015,100,0,323755.3981,53080.95246,"112,493",35.3
Earl Bales C.C & Senior,Community centres,4169 Bathurst St,North York,21657,100,0,328211.5238,40156.90961,"88,101",34.7
East Scar Boys/Girls Club,Community centres,100 Galloway Rd,Scarborough,13972,100,0,332702.8904,33321.65972,"75,278",49
East York Community Centre,Community centres,1081A Pape Ave,Toronto,31000,100,0,480046.9025,131277.2778,"266,668",60.2
Eastview Neighbourhood Comm Ctr,Community centres,86 Blake St,Toronto,25510,100,0,342962.8108,27415.05091,"64,427",24.8
Edithvale C.C,Community centres,7 Edithvale Dr,North York,24725,100,0,716315.568,36588.05957,"95,293",44.6
Ellesmere C.C,Community centres,20 Canadian Rd,Scarborough,24402,100,0,196439.0177,28073.7971,"60,403",20.2
Elmbank Community Centre,Community centres,10 Rampart Rd,Etobicoke,14725,100,0,154935.1984,18610.64804,"40,932",23.9
Fairbank Memorial R.C.,Community centres,2213 Dufferin St,Toronto,19364,100,0,258763.0167,39790.94512,"84,906",35.1
Fairmount Park C.R.C,Community centres,1725 Gerrard St,Toronto,4359,100,0,8627.847218,0,311,2
Falstaff C.C,Community centres,50 Falstaff Ave.,Toronto,13853,100,0,127293.8026,24636.02222,"51,383",28
Flemingdon C.C,Community centres,150 Grenoble Dr,North York,10000,100,0,89213.01311,18803.36558,"38,932",28.8
Forest Hill C.C,Community centres,666 Eglinton Av W,Toronto,32841,100,0,543141.9049,36486.85483,"88,867",28.3
Frankland C.C,Community centres,825 Logan Av Club H S E,Toronto,3681,100,0,26445.86098,0,952,7.2
Franklin Horner,Community centres,432 Horner Ave,Etobicoke,39500,100,0,345960.6858,60730.38905,"127,823",25
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,10236,100,0,379096.2018,40695.74949,"90,957",79
Harwood Hall Community Ctr,Community centres,85 Cayuga Ave,Toronto,4306,100,0,26376.96035,11699.77626,"23,176",34.8
Heron Park C.C,Community centres,292 Manse Rd,Scarborough,52377,100,0,1090733.855,118672.4843,"264,707",44.7
Jenner Jean-Marie C.C.,Community centres,48 Thorncliffe Park Dr,Toronto,13207,100,0,147637.2742,31079.86945,"64,357",36
John Innes C.C,Community centres,150 Sherbourne St,Toronto,24176,100,0,442906.684,74418.27634,"157,316",50.8
Lakeshore Community Ctr,Community centres,2445 Lakeshore Blvd W,Etobicoke,5952,100,0,126930.6131,0,"4,570",21.3
Lamp Senior Centre,Community centres,185 Fifth St,Etobicoke,26318,100,0,444956.9103,41096.1071,"94,088",33.4
Lawrence Heights C.C.,Community centres,9 Replin Rd,North York,22152,100,0,213957.9947,36209.09287,"76,489",26.9
Ledbury Community Center,Community centres,160 Ledbury St.,Toronto,5780,100,0,196534.2329,21473.60406,"47,868",73.2
Leslie Grove Park,Community centres,1158 Queen St E,Scarborough,1389,100,0,61310.5975,1051.093333,"4,204",52.1
Main Square Comm Ctr,Community centres,245 Main St,Toronto,35123,100,0,568270.3507,86897.3871,"185,536",42.3
Masaryk-Cowan C.R.C,Community centres,220 Cowan Av,Toronto,32270,100,0,324867.288,32398.87843,"73,243",20.7
McGregor Park C.C,Community centres,2231 Lawrence Ave E,Scarborough,45262,100,0,1039656.63,36677.04546,"107,103",31.5
Mount Dennis Community Ctr,Community centres,4 Hollis St,Toronto,3003,100,0,52765.7194,4727.622021,"10,881",34.2
New Tor Seniors Club,Community centres,105 Fourth St,Etobicoke,3025,100,0,67207.25651,0,"2,419",22.2
Niagara C.C,Community centres,700 Wellington St W,Toronto,5296,100,0,69120.44392,0,"2,488",13.1
North Toronto Mem Rec Ctr,Community centres,200 Eglinton Ave W,Toronto,74820,100,0,1506211.361,151936.2316,"342,855",41.6
North York Memorial Hall,Community centres,5120 Yonge,North York,10473,100,0,163594.3126,11355.50488,"27,461",27.1
Northwood C.C,Community centres,15 Clubhouse Crt,North York,36167,100,0,352216.5695,49252.43904,"106,244",24.1
O'Connor C.C,Community centres,1386 Victoria Park Ave,North York,16254,100,0,213299.4034,35934.45481,"75,943",36.5
Oakdale Community Center,Community centres,350 Grandravine Dr,North York,10000,100,0,177573.7743,18661.59528,"41,844",37.5
Oakridge C.C,Community centres,63 Pharmacy Ave,Scarborough,18600,100,0,277276.7325,28131.15387,"63,422",30.9
Ourland Community Ctr,Community centres,18 Ourland Ave,Etobicoke,9451,100,0,224147.3611,24144.9,"53,937",50.7
Port Union C.C,Community centres,5450 Lawrence Ave E,Scarborough,19978,100,0,423340.8,21380.12414,"55,856",32.5
Power House C.C.,Community centres,65 Colonel Samuel Smith,Etobicoke,5737,100,0,357252.165,0,"12,861",62.3
Ralph Thornton Community Ctr,Community centres,765 Queen St E,Toronto,17061,100,0,150226.0707,0,"5,408",8.8
Regent Park C.C,Community centres,402 SHUTER ST,Toronto,55004,100,0,809998.3761,3725.477823,"36,237",15.4
Regent Park North R.C,Community centres,295 Sackville St Rr,Toronto,6168,100,0,32760.77432,0,"1,179",5.3
Scadding Court Community Ctr,Community centres,707 Dundas St W,Toronto,46694,100,0,988592.842,123554.4517,"270,304",49.1
Scarborough Village C.C,Community centres,3600 Kingston Rd,Scarborough,58125,100,0,1127534.244,83651.60021,"199,503",34.6
Scott Westney House,Community centres,180 McLevin Ave,Scarborough,3046,100,0,130031.9571,0,"4,681",42.7
Seneca Village C.C,Community centres,1700 Finch Ave E,North York,9408,100,0,164435.4896,0,"5,920",17.5
Sir Adam Beck C.C.,Community centres,525 Horner Ave,Etobicoke,7341,100,0,36388.99656,8080.579194,"16,661",16.6
St James Town C.C.,Community centres,495 Sherbourne St,Toronto,41904,100,0,825809.7152,200732.4345,"411,059",70.3
St Lawrence C.C,Community centres,224 The Esplanade,Toronto,46113,100,0,928306.3669,268136.2672,"542,795",81.5
Stanley C.C,Community centres,25 Stanley Rd,North York,12895,100,0,183317.5436,29555.42109,"62,746",38.4
Sunnybrook Park,Community centres,1050 Leslie St.,North York,43701,100,0,537589.2827,65282.2399,"143,369",28.1
Sunshine Center for Seniors,Community centres,60 Lakeshore Ave,Toronto,2250,100,0,52743.67984,0,"1,899",23.4
Swansea Town Hall Comm Ctr,Community centres,95 Lavinia Ave,Toronto,14402,100,0,131501.2856,0,"4,734",9.1
Tall Pines C.C,Community centres,64 Rylander Blvd,Scarborough,5188,100,0,53144.35269,4541.755161,"10,541",19.5
Tam Heather C.C,Community centres,730 Military Trail,Scarborough,28546,100,0,779316.2457,0,"28,055",27.3
Thistletown C.C,Community centres,925 Albion Rd,Etobicoke,44810,100,0,361948.2985,89689.49083,"183,412",29.2
Warden Hilltop C.C.,Community centres,25 Mendelssohn St,Scarborough,25995,100,0,445227.3039,20723.34452,"55,396",25.5
Waterfront Neighbourhood Centre,Community centres,627 Queens Quay West,Toronto,123214,100,0,1229059.585,72711.12654,"182,375",16.2
West Rouge C.C,Community centres,270 Rouge Hills Dr,Scarborough,24402,100,0,194845.9155,39838.74923,"82,696",25.2
West Scarborough N.C,Community centres,313 Pharmacy Ave,Scarborough,25198,100,0,280102.8019,122583.1941,"242,954",62.5
Campbell House,Cultural facilities,3620 Kingston Rd,Scarborough,3595,100,0,27106.92572,0,976,7.5
Casa Loma,Cultural facilities,328 Wlamer Rd,Toronto,88318,100,0,1279502.776,12317.72393,"69,462",16
Cedar Ridge Creative Centre,Cultural facilities,225 Confederation Dr,Scarborough,13110,100,0,129967.6077,18333.97822,"39,508",24.7
Civic Garden Centre,Cultural facilities,755 Lawrence Ave.E.,North York,36953,100,0,389917.2836,37229.28467,"84,761",21.2
Colborne Lodge,Cultural facilities,1 Colborne Lodge Dr,Toronto,7050,100,0,176864.2819,11129.38227,"27,509",41.8
Dawes Crossing,Cultural facilities,1052 Victoria Park,East York,0,168,0,945.807387,0,34,
Don Valley Brickwork,Cultural facilities,550 Bayview Ave,Toronto,19407,100,0,203297.1215,13342.0728,"32,664",17.7
Edenbridge Centre,Cultural facilities,235A Edenbridge Dr,Etobicoke,5013,100,0,8490.086071,0,306,1.7
Edwards Gardens,Cultural facilities,755 Lawrence Ave.E.,North York,10021,100,0,82381.08468,46000.49908,"90,352",56.7
Gibson House Museum,Cultural facilities,5172 Yonge St,North York,8364,100,0,68357.93755,0,"2,461",8.2
Gzowski Monument,Cultural facilities,0 Lake Shore Blvd W Near Gzowsk,Toronto,0,100,0,2726.807373,0,98,
Historic Fort York,Cultural facilities,100 Garrison Rd.,Toronto,22819,100,0,732628.3529,37561.31818,"97,729",49.5
Lakeshore Assembly Hall,Cultural facilities,1 Colonel Samuel Smith Park Dr,Etobicoke,14596,100,0,291442.8893,35452.06267,"77,840",45.6
Mackenzie House Museum,Cultural facilities,82 Bond St,Toronto,2573,100,0,39822.89727,7727.46211,"16,113",47.2
Maple Leaf Cottage,Cultural facilities,62 Laing St Rr,Toronto,2842,100,0,9894.871191,3008.571176,"6,072",14.7
Montgomery's Inn,Cultural facilities,4709 Dundas St W,Etobicoke,7642,100,0,266131.8217,0,"9,581",34.8
Neilson Pk Creative Arts,Cultural facilities,56 Neilson Dr,Etobicoke,12346,100,0,161642.1623,21018.43011,"45,748",31.1
Palaise Royale,Cultural facilities,1601 Lake Shore Blvd W,Toronto,28503,100,0,412637.3315,0,"14,855",14.5
Riverdale Farm,Cultural facilities,201 Winchester St,Toronto,23713,100,0,70039.38143,11168.76838,"23,739",7.9
Roundhouse Complex,Cultural facilities,222 Bremner Bv,Toronto,94001,100,0,146896.8833,0,"5,288",1.6
Spandina House Museum,Cultural facilities,285 Spadina Rd,Toronto,27588,100,0,88622.94956,53629.08888,"105,069",23.7
St Lawrence Market South,Cultural facilities,91 Front St E,Toronto,99114,100,0,5005492.89,200942.5012,"561,926",71.9
Temp - St Lawrence Market North,Cultural facilities,125 The Esplanade,Toronto,11711,100,0,125593.5704,25732.66667,"53,405",33.9
Time and Clock Monument,Cultural facilities,0 Queen St E Unit Bridge,Toronto,0,100,0,18178.74798,0,654,
William Goodwin House,Cultural facilities,355 Lesmill Rd.,North York,1744,100,0,25159.25908,5530.404969,"11,412",47.9
Zion Methodist Church,Cultural facilities,1650 Finch Ave  E,North York,2002,100,0,11592.82216,7106.599806,"13,918",43.3
Zion School House,Cultural facilities,1091 Finch Ave. E,North York,1582,100,0,19619.51555,3755.385616,"7,840",37.5
City Hall Eternal Flame,Other,100 Queen St W,Toronto,1,168,0,0,9830.16129,"18,674","103,774.50"
Economic Development,Other,City Hall,Toronto,54,168,0,459240.0869,0,"16,533","8,504.50"
Old City Hall - Cenotaph,Other,60 Queen St W,Toronto,1,168,0,9089.371972,0,327,"9,089.40"
Fire Academy,Fire stations and associated offices and facilities,895 Eastern Ave,Toronto,61214,168,0,850405.1511,187895.6476,"387,558",46.3
Fire Museum And Storage,Fire stations and associated offices and facilities,351 Birchmount Rd,Scarborough,3272,168,0,27162.98021,14726.04728,"28,953",55.8
Fire Station 111,Fire stations and associated offices and facilities,3300 Bayview Ave.,North York,5662,168,0,97582.94792,26974.89882,"54,757",67.5
Fire Station 112,Fire stations and associated offices and facilities,5700 Bathurst St.,North York,7018,168,0,219120.3966,33159.90456,"70,882",81.1
Fire Station 113,Fire stations and associated offices and facilities,700 Seneca Hill Dr,North York,4833,168,0,85876.394,17509.43862,"36,354",56
Fire Station 114,Fire stations and associated offices and facilities,12 Canterbury Place,North York,8633,168,0,205237.3916,36988.76551,"77,656",69
Fire Station 115,Fire stations and associated offices and facilities,115 Parkway Forest Dr,North York,5985,168,0,128140.4775,14609.62069,"32,367",47.2
Fire Station 116,Fire stations and associated offices and facilities,2755A Old Leslie St.,North York,11776,168,0,173794.0642,21261.49314,"46,647",33.8
Fire Station 121,Fire stations and associated offices and facilities,10 William Carson Crescent,North York,4219,168,0,123021.9029,3728.830199,"11,512",38.5
Fire Station 122,Fire stations and associated offices and facilities,2545 Bayview Ave.,North York,3046,168,0,55011.33247,17578.00067,"35,373",79
Fire Station 123,Fire stations and associated offices and facilities,145 Bond Ave,North York,2497,168,0,52820.62996,17855.07669,"35,821",96.6
Fire Station 125,Fire stations and associated offices and facilities,1109 Leslie Street,North York,5813,168,0,79939.0409,12765.91202,"27,129",36.9
Fire Station 131,Fire stations and associated offices and facilities,3135 Yonge St,Toronto,5845,168,0,76962.80258,16945.33296,"34,962",43.8
Fire Station 132,Fire stations and associated offices and facilities,476 Lawrence Ave. W,Toronto,7664,168,0,91107.25733,17140.00498,"35,841",35.5
Fire Station 133,Fire stations and associated offices and facilities,1505 Lawrence Ave. W,North York,8062,168,0,105953.4416,18466.19499,"38,894",37.3
Fire Station 134,Fire stations and associated offices and facilities,16 Montgomery Ave,Toronto,7126,168,0,41916.37989,13754.85166,"27,639",26.3
