Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2015 - Dec/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
North York Central Office,"Administrative offices and related facilities, including municipal council chambers",1117 Finch Ave.W,Toronto,M3J 2P7,18934,Square feet,70,0,523358.6025,kWh,33812.15882,Cubic meter,,,,,,,,,,,,,,,,,,,"86,933",46.5,,NYCO,Administrative Offices
North York Memorial Hall,Community centres,5120 Yonge,Toronto,M2N 5N9,10473,Square feet,100,0,231193.03,kWh,14196.89229,Cubic meter,,,,,,,,,,,,,,,,,,,"37,005",36.4,,NYMH,Community Centres
Oakridge C.C,Community centres,63 Pharmacy Ave,Toronto,M1L 4S9,18600,Square feet,100,0,322632.5781,kWh,27722.00706,Cubic meter,,,,,,,,,,,,,,,,,,,"66,590",33.1,,OAKRC,Community Centres
Oakdale VIllage Park,Other,88 fred young dr,North York,M3L 0A3,0,Square feet,100,0,2565.992056,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,113,,,OAKVILLPK,Outdoor Recreational Facilities
Oates Park,Other,10 Oates Dr,Toronto,M1L 0A9,0,Square feet,100,0,4120.910464,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,181,,,OATES,Outdoor Recreational Facilities
Old City Hall,"Administrative offices and related facilities, including municipal council chambers",60 Queen St.W.,Toronto,M5H 2M3,350494,Square feet,70,0,3064423.69,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"916,559",22.6,,OCH,Administrative Offices
Old City Hall - Cenotaph,Other,60 Queen St W,Toronto,M5H 2M3,0,Square feet,168,0,9089.294267,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,400,,,OCHC,EDC - Others
O'Connor C.C,Community centres,1386 Victoria Park Ave,Toronto,M4A 2L8,16254,Square feet,100,0,237197.4026,kWh,38092.75478,Cubic meter,,,,,,,,,,,,,,,,,,,"82,432",39.3,,OCONC,Community Centres
Otter Creek Park,Other,140 Cheritan Ave,Toronto,M4R 1S8,3035,Square feet,100,0,341462.7348,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"15,024",112.5,,OCP,Outdoor Recreational Facilities
Olympic Island Buildings,Other,0 Olympic Isld,Toronto,M5J 2V3,4725,Square feet,100,0,60704.97788,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,671",12.8,,OIB,Outdoor Recreational Facilities
Oakcrest Park,Other,20 Oakcrest Av /Park,Toronto,M4C 1B4,183,Square feet,100,0,4707.908311,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,207,25.7,,OKCP,Outdoor Recreational Facilities
Ourland Pool (outdoor),Other,36 Ourland Ave,Toronto,M8Z 4C9,1098,Square feet,100,0,53443.43234,kWh,9991,Cubic meter,,,,,,,,,,,,,,,,,,,"21,235",144.7,,OLP,Outdoor Recreational Facilities
Oriole Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2747 Old Leslie St,Toronto,M2K 1J2,13046,Square feet,70,0,90993.19725,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,004",7.0,,OPY,Storage Facilities
Oriole Arena & R.C,Indoor recreational facilities,2975 Don Mills Rd.,Toronto,M2J 3B7,64347,Square feet,100,0,1246917.76,kWh,85492.21964,Cubic meter,,,,,,,,,,,,,,,,,,,"216,445",33.4,,ORIOA,Indoor Recreational Facilities
Oriole Yd- Signs and Markings,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2755 Old Leslie Street,Toronto,M2K 3W1,16264,Square feet,70,0,9615.558964,kWh,37473.70952,Cubic meter,,,,,,,,,,,,,,,,,,,"71,248",24.9,,ORIOYS,Storage Facilities
Oriole Yd- Works,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2751 Old Leslie St.,Toronto,M2K 1J2,26759,Square feet,70,0,239965.3979,kWh,56491.60096,Cubic meter,,,,,,,,,,,,,,,,,,,"117,328",31.3,,ORIOYW,Storage Facilities
Oriole Park WR,Other,201 Oriole Pky,Toronto,M5P 2HR,377,Square feet,100,0,10133.02669,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,446,26.9,,ORP,Outdoor Recreational Facilities
Osler Playground,Other,95 Argyle St,Toronto,M6J 1N7,183,Square feet,100,0,6816.9875,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,300,37.3,,OSPG,Outdoor Recreational Facilities
Other Traffic Control Signal Lig,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,41934.76877,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,845",,,OTCSL,Traffic Signals
Ourland Community Ctr,Community centres,18 Ourland Ave,Toronto,M8Z 4C9,9451,Square feet,100,0,224709.3855,kWh,20757.57647,Cubic meter,,,,,,,,,,,,,,,,,,,"49,119",47.0,,OURLC,Community Centres
Oakwood Village,Public libraries,341 Oakwood Ave.,Toronto,M6E 2W1,17287,Square feet,70,0,147462.725,kWh,10465.27273,Cubic meter,,,,,,,,,,,,,,,,,,,"26,268",14.9,,OV,Public Libraries
Pape Danforth,Public libraries,701 Pape Ave.,Toronto,M4K 3S6,8181,Square feet,70,0,146799.6997,kWh,10704.05096,Cubic meter,,,,,,,,,,,,,,,,,,,"26,690",31.8,,PA,Public Libraries
Police Academy,Police stations and associated offices and facilities,70 Birmingham Street,Toronto,M8V 2Z5,302735,Square feet,168,0,3040172.18,kWh,578364.831,Cubic meter,,,,,,,,,,,,,,,,,,,"1,226,877",30.2,,PACAD,Police Stations
Pape Avenue Multiuse Building,"Administrative offices and related facilities, including municipal council chambers",126 Pape Ave,Toronto,M4M 2V8,9365,Square feet,70,0,77227.83612,kWh,22313.87706,Cubic meter,,,,,,,,,,,,,,,,,,,"45,571",33.4,,PAMB,Administrative Offices
Pape Ave Playground,Other,979 Gerrard St E,Toronto,M4M 1Z4,0,Square feet,100,0,6308.073765,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,278,,,PAPG,Outdoor Recreational Facilities
Borough of North York Park,Other,30 Elkhorn Dr.,Toronto,M2K 1J3,0,Square feet,100,0,37901.79176,kWh,3321.690885,Cubic meter,,,,,,,,,,,,,,,,,,,"7,946",,,PARK,Outdoor Recreational Facilities
Parklawn Pool/Rink,Other,340 Park Lawn Rd,Toronto,M8Y 3K3,5210,Square feet,100,0,460307.3273,kWh,62179.3316,Cubic meter,,,,,,,,,,,,,,,,,,,"137,772",214.3,,PARKR,Outdoor Recreational Facilities
Perth Ave Square,Other,437 Perth Av,Toronto,M6P 4G7,0,Square feet,100,0,2726.885445,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,120,,,PASQ,Outdoor Recreational Facilities
Various TPA Locations Etobicoke,Parking garages,Various TPA Locations Etobicoke,Toronto,M8Z 6C7,0,Square feet,168,0,164021.4561,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,217",,,PAVAR,Parking Lots and Garages
"Radio, Electronics and Telecom",Police stations and associated offices and facilities,951 Wilson Ave,Toronto,M3K 2A7,18000,Square feet,168,0,129503.4448,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,698",7.2,,PCB,Police Stations
Prairie Drive Park,Other,70 Prairie Dr,Toronto,M1L 1L3,0,Square feet,100,0,4474.6308,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,197,,,PDP,Outdoor Recreational Facilities
Police Dog Service,Police stations and associated offices and facilities,44 Beechwood Dr,Toronto,M4K 2K9,9440,Square feet,168,0,188057.7555,kWh,11888.66891,Cubic meter,,,,,,,,,,,,,,,,,,,"30,744",33.2,,PDS,Police Stations
Property Dept Workshop,"Administrative offices and related facilities, including municipal council chambers",786 Dundas St E,Toronto,M4M 1R1,39170,Square feet,70,0,135210.1969,kWh,98770.45243,Cubic meter,,,,,,,,,,,,,,,,,,,"192,625",30.1,,PDWS,Administrative Offices
Perth Dupont,Public libraries,1589 Dupont St.,Toronto,M6P 3S5,3627,Square feet,70,0,26833.8122,kWh,4628.571428,Cubic meter,,,,,,,,,,,,,,,,,,,"9,929",20.9,,PE,Public Libraries
Pedestrian Crossovers,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,2450068.33,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"107,803",,,PEDXO,Traffic Signals
Pelmo ParkTennis,Indoor recreational facilities,185 Pelmo Cres,Toronto,M9N 2P5,2573,Square feet,100,0,106231.4142,kWh,9070.436577,Cubic meter,,,,,,,,,,,,,,,,,,,"21,817",78.5,,PELMT,Indoor Recreational Facilities
Perth Square Park WR,Other,300 Perth Av,Toronto,M6P 3X9,560,Square feet,100,0,6794.284304,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,299,12.1,,PESP,Outdoor Recreational Facilities
Police Garage,Police stations and associated offices and facilities,18 Cranfield Rd,Toronto,M4B 1Y2,33024,Square feet,168,0,363280.5025,kWh,81096.79485,Cubic meter,,,,,,,,,,,,,,,,,,,"169,257",36.9,,PGAR,Police Stations
Phin Ave Parkette,Other,107 Condor Ave,Toronto,M4J 3H4,0,Square feet,100,0,7567.822588,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,333,,,PHAP,Outdoor Recreational Facilities
Police Headquarters,Police stations and associated offices and facilities,40 College St.,Toronto,M5G 2J3,425000,Square feet,168,0,9964157.95,kWh,487408.0909,Cubic meter,,,,,,,,,,,,,,,,,,,"1,451,769",51.8,,PHQ,Police Stations
Pine Point Arena,Indoor sports arenas,15 Grierson Rd,Toronto,M9W 3R2,32001,Square feet,100,0,466513.7176,kWh,23943.13143,Cubic meter,,,,,,,,,,,,,,,,,,,"65,779",22.5,,PINEA,Indoor Sports Arena
Pine Point C.C & Pool,Other,15 Grierson Rd (Allenby Ave),Toronto,M9W 3R2,17265,Square feet,100,0,80751.6777,kWh,23021,Cubic meter,,,,,,,,,,,,,,,,,,,"47,063",18.8,,PINEC,Outdoor Recreational Facilities
Parkdale,Public libraries,1305 Queen St. W.,Toronto,M6K 1L4,24079,Square feet,70,0,276414.6999,kWh,24193.09244,Cubic meter,,,,,,,,,,,,,,,,,,,"57,887",22.1,,PK,Public Libraries
Parks Various Locations,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,100,0,1153238.153,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"50,742",,,PKLOC,Outdoor Recreational Facilities
Parliament,Public libraries,269 Gerrard St. E.,Toronto,M5A 2G1,14639,Square feet,70,0,196979.2695,kWh,14138.52043,Cubic meter,,,,,,,,,,,,,,,,,,,"35,389",23.7,,PL,Public Libraries
Pleasantview Arena & R.C,Indoor recreational facilities,545 Van Horne Ave,Toronto,M2J 4S8,30559,Square feet,100,0,801333.0349,kWh,109922.4901,Cubic meter,,,,,,,,,,,,,,,,,,,"243,012",64.2,,PLEAA,Indoor Recreational Facilities
14 John St,Parking garages,14 John St,Toronto,M9N 1J3,0,Square feet,168,0,408.657388,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,18,,,PLJS,Parking Lots and Garages
301 Scott Rd,Parking garages,301 Scott Rd,Toronto,M6M 3V5,0,Square feet,168,0,109064.7201,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,799",,,PLSC,Parking Lots and Garages
Park Lights - unknown name,Other,0 City Parks Ltg,Toronto,M5V 3C6,0,Square feet,100,0,907779.5,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"39,942",,,PLTO,Outdoor Recreational Facilities
Palmerston,Public libraries,560 Palmerston Ave.,Toronto,M6G 2P7,8493,Square feet,70,0,280077.6522,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"12,323",33.0,,PM,Public Libraries
Police Marine Hq,Police stations and associated offices and facilities,259 Queens Quay W.,Toronto,M5V 1A2,23035,Square feet,168,0,400118.7816,kWh,28855.20413,Cubic meter,,,,,,,,,,,,,,,,,,,"72,142",30.6,,PMH,Police Stations
Property Maintenance Office,"Administrative offices and related facilities, including municipal council chambers",149 River St,Toronto,M5A 3P8,13487,Square feet,70,0,139238.1052,kWh,27488.26868,Cubic meter,,,,,,,,,,,,,,,,,,,"58,079",31.8,,PMO,Administrative Offices
Sunnybrook Stable,Other,1050 Leslie St,Toronto,M3C 1H8,7535,Square feet,100,0,55672.81674,kWh,3773.632353,Cubic meter,,,,,,,,,,,,,,,,,,,"9,582",12.7,,PMU,Outdoor Recreational Facilities
Poplar Plains Parkette,Other,3 Poplar Plains Rd,Toronto,M4V 2M7,0,Square feet,100,0,1363.448662,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,,,POPL,Outdoor Recreational Facilities
Public Order,Police stations and associated offices and facilities,4610 Finch Ave.E.,Toronto,M1S 4G2,8342,Square feet,168,0,173880.28,kWh,18096,Cubic meter,,,,,,,,,,,,,,,,,,,"41,852",43.7,,PORD,Police Stations
Port Union C.C,Community centres,5450 Lawrence Ave E,Toronto,M1C 3B2,19978,Square feet,100,0,432810.8157,kWh,31981,Cubic meter,,,,,,,,,,,,,,,,,,,"79,488",38.6,,PORTC,Community Centres
Port Union Park,Other,76 Maberley Cres,Toronto,M1C 3K8,0,Square feet,168,0,1229.557896,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,54,,,PORTUNION,Outdoor Recreational Facilities
Property Operation Workshop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",133 River St,Toronto,M5A 3P8,12034,Square feet,70,0,54224.83717,kWh,39431.49201,Cubic meter,,,,,,,,,,,,,,,,,,,"76,911",39.1,,POWS,Storage Facilities
Pantry Park / Beaches Park,Other,70 Kew Beach Ave,Toronto,M4L 1B8,7373,Square feet,100,0,88737.48366,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,904",12.0,,PPBP,Outdoor Recreational Facilities
Pine Point Park Tennis,Other,4 Conan Rd,Toronto,M9W 3S7,1755,Square feet,100,0,1361.912271,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,60,0.8,,PPP,Outdoor Recreational Facilities
Parkdale Pumping Station,Facilities related to the pumping of water,71 The Queensway,Toronto,M6R 1B3,11227,Square feet,168,41831.233,12019876.01,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"528,875","1,070.6",287.3,PPS,Water Pumping Facilities
Princess Park,Other,212 Doris,Toronto,M3N 2N2,0,Square feet,100,0,15184.12045,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,668,,,PRINCP,Outdoor Recreational Facilities
Prince Of Wales Rink (outdoor),Other,1 Third St,Toronto,M8V 2X5,1970,Square feet,100,0,177078.6682,kWh,8674.235294,Cubic meter,,,,,,,,,,,,,,,,,,,"24,186",136.4,,PRINR,Outdoor Recreational Facilities
Property Bureau,Police stations and associated offices and facilities,799 Islington Ave.,Toronto,M8Z 5W8,43992,Square feet,168,0,377045.565,kWh,54002.29412,Cubic meter,,,,,,,,,,,,,,,,,,,"118,654",21.5,,PROPB,Police Stations
Property Evidence Unit,Police stations and associated offices and facilities,330 Progress Ave,Toronto,M1R 5C4,287752,Square feet,168,0,3588045.07,kWh,215106.9118,Cubic meter,,,,,,,,,,,,,,,,,,,"564,426",20.4,,PROPEU,Police Stations
Polson Street Park,Other,318 Cherry St,Toronto,M5A 2E0,0,Square feet,100,0,38130.51474,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,678",,,PSSP,Outdoor Recreational Facilities
Pleasant View,Public libraries,575 Van Horne Ave,Toronto,M2J 4S8,6997,Square feet,70,0,137386.7995,kWh,6185.718184,Cubic meter,,,,,,,,,,,,,,,,,,,"17,736",29.0,,PV,Public Libraries
Pharmacy Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",135 Pharmacy Ave.,Toronto,M1L 3E9,1851,Square feet,70,0,37197.17319,kWh,6889.335464,Cubic meter,,,,,,,,,,,,,,,,,,,"14,658",59.4,,PY,Storage Facilities
Queen Street Office,"Administrative offices and related facilities, including municipal council chambers",1631 Queen St. E.,Toronto,M4L 1G4,25327,Square feet,70,0,347993.0223,kWh,39152.44377,Cubic meter,,,,,,,,,,,,,,,,,,,"89,310",30.1,,QSO,Administrative Offices
Queen's Park Outdoor Ltg,Other,0 Queen's Park,Toronto,M5S 2C3,0,Square feet,100,0,24549.18727,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,080",,,QUEENSP,Outdoor Recreational Facilities
Queensway Rink,Other,8 Avon Park Dr,Toronto,M8Z 3X3,0,Square feet,100,0,94410.48382,kWh,8556.878292,Cubic meter,,,,,,,,,,,,,,,,,,,"20,327",,,QUEER,Outdoor Recreational Facilities
Rotherham Ave 15,Fire stations and associated offices and facilities,15 Rotherham Ave,Toronto,M6M 1L9,23002,Square feet,168,0,182090.4612,kWh,29452.66034,Cubic meter,,,,,,,,,,,,,,,,,,,"63,678",21.4,,RA15,Fire Stations
Ralph Thornton Community Ctr,Community centres,765 Queen St E,Toronto,M4M 1H3,17061,Square feet,100,0,213901.9188,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"9,412",12.5,,RALPC,Community Centres
Rouge Beach Park,Other,195 Rouge Hills Dr,Toronto,M1B 5S3,6975,Square feet,100,0,29458.83689,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,296",4.2,,RBP,Outdoor Recreational Facilities
R.C. Harris Filtration Plant,Facilities related to the treatment of water,1 Nursewood Rd.,Toronto,M4E 1H4,115368,Square feet,168,143633,47411945.91,kWh,47094.73333,Cubic meter,,,,,,,,,,,,,,,,,,,"2,175,135",415.3,333.6,RCH,Water Treatment Facilities
Riverdale,Public libraries,370 Broadview Ave.,Toronto,M4K 2M8,9655,Square feet,70,0,164253.2767,kWh,18532.57143,Cubic meter,,,,,,,,,,,  ,0,  ,,  ,0,  ,  ,"42,254",37.3,,RD,Public Libraries
Riverdale Farm,Cultural facilities,201 Winchester St,Toronto,M4X 1B8,23713,Square feet,100,0,69324.68751,kWh,11996.64883,Cubic meter,,,,,,,,,,,,,,,,,,,"25,724",8.3,,RDF,Cultural Facilities
Ramsden Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1008 Yonge St,Toronto,M4W 2K1,20247,Square feet,70,0,160957.7362,kWh,97462.24331,Cubic meter,,,,,,,,,,,,,,,,,,,"191,286",58.8,,RDSY,Storage Facilities
Regan Park,Other,9310 Sheppard Ave E,Toronto,M5H 2T5,0,Square feet,100,0,857.560912,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,38,,,REGAN,Outdoor Recreational Facilities
Regent Park Childcare Centre,Other,30 Regent St,Toronto,M5A 3N7,15963,Square feet,100,0,327964.5714,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"14,430",20.5,,REGENT,Child Care Facilities
Rennie Park /Ice Rink,Other,25 Morningside Av,Toronto,M1E 3B9,0,Square feet,100,0,437216.3577,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"19,238",,,RENNA,Outdoor Recreational Facilities
Richmond Gardens Pool (outdoor),Other,44 Strathdee Dr,Toronto,M9R 1A4,2594,Square feet,100,0,40387.46144,kWh,11337.1568,Cubic meter,,,,,,,,,,,,,,,,,,,"23,204",61.7,,RGP,Outdoor Recreational Facilities
Robertson House,Social housing,Shelters & Housing,Toronto,M5A 2R9,19795,Square feet,168,0,575242.3071,kWh,89368.29604,Cubic meter,,,,,,,,,,,,,,,,,,,"194,217",76.7,,RH,Shelters & Housing
Roundhouse Park,Other,260 Bremner Blvd,Toronto,M5V 3M9,0,Square feet,100,0,27376.35442,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,205",,,RHC,Outdoor Recreational Facilities
Roundhouse Complex,Cultural facilities,222 Bremner Bv,Toronto,M5V 3L9,94001,Square feet,100,0,179062.0698,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,879",1.9,,RHCX,Cultural Facilities
Rosehill Pumping Station,Facilities related to the pumping of water,0 Mt.pleasant,Toronto,M4Y 2Y5,1550,Square feet,168,36934.516,11239776.41,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"494,550","7,251.5",304.3,RHPS,Water Pumping Facilities
Ridge Park,Other,85 Ridge Road,Toronto,M3M 1C6,0,Square feet,100,0,2855.34076,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,126,,,RIDGE,Outdoor Recreational Facilities
R.L. Clark Filtration Plant,Facilities related to the treatment of water,1-45 Twenty Third St.,Toronto,M8V 3M6,401612,Square feet,168,114978,48205819.82,kWh,79991.08512,Cubic meter,,,,,,,,,,,,,,,,,,,"2,272,239",122.1,426.6,RLC,Water Treatment Facilities
Riverlea Greenhouse,Other,919 Scarlett Rd,Toronto,M9P 2V3,17018,Square feet,168,0,111947.9173,kWh,80762.90338,Cubic meter,,,,,,,,,,,,,,,,,,,"157,568",56.7,,RLGH,Greenhouses
Ramsden Park,Other,1020 Yonge St,Toronto,M4W 2K1,3434,Square feet,100,0,451453.33,kWh,6020.671647,Cubic meter,,,,,,,,,,,,,,,,,,,"31,243",150.0,,RMDP,Outdoor Recreational Facilities
Rosetta Mcclain Gardens,Other,1975 Kingston Rd.,Toronto,M1N 1J2,1098,Square feet,100,0,30494.4464,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,342",27.8,,RMG,Outdoor Recreational Facilities
Runnymede,Public libraries,2178 Bloor St. W.,Toronto,M6S 1M8,12034,Square feet,70,0,152957.724,kWh,19439.03529,Cubic meter,,,,,,,,,,,,,,,,,,,"43,470",29.8,,RN,Public Libraries
Runnymede Park,Other,221 Ryding Ave,Toronto,M6N 1H6,0,Square feet,100,0,30931.67953,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,361",,,RNMP,Outdoor Recreational Facilities
Rockcliffe GreenHouse,Other,301 Rockcliffe Blvd,Toronto,M6N 5G6,12271,Square feet,168,0,93026.24279,kWh,48267.77686,Cubic meter,,,,,,,,,,,,,,,,,,,"95,319",49.1,,ROCKPR,Greenhouses
Rockcliffe Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",301 Rockcliffe Blvd,Toronto,M6N 5G6,14047,Square feet,70,0,73277.21229,kWh,37377.33759,Cubic meter,,,,,,,,,,,,,,,,,,,"73,867",33.3,,ROCKY,Storage Facilities
Roding Arena & R.C,Indoor recreational facilities,600 Roding St.,Toronto,M3M 2A5,30494,Square feet,100,0,508062.4821,kWh,22284.12078,Cubic meter,,,,,,,,,,,,,,,,,,,"64,472",24.4,,RODIA,Indoor Recreational Facilities
Rosehill Reservoir,Other,Rosehill Reservoir,Toronto,M4T 2W7,2023,Square feet,168,0,70046.69997,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,082",34.6,,ROSEHR,Water Pumping Facilities
Rosegarden Park,Other,Rosegarden Park,Toronto,M6K 3C3,0,Square feet,100,0,10147.51389,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,446,,,ROSEP,Outdoor Recreational Facilities
Roseneath Park,Other,15 GLENHURST AVE,Toronto,M6C 1H8,0,Square feet,100,0,44616.0218,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,963",,,ROSPK,Outdoor Recreational Facilities
Royalcrest Rink (outdoor),Other,50 Cabernet Circle,Toronto,M9V 4Z4,2508,Square feet,100,0,212677.3395,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"9,358",84.8,,ROYAR,Outdoor Recreational Facilities
Roywood A.I.R,Other,9 Roywood Dr,Toronto,M3A 2C6,2303,Square feet,100,0,106428.9585,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,683",46.2,,ROYWR,Outdoor Recreational Facilities
Regent Park Aquatic Centre,Indoor recreational facilities,640 Dundas St E,Toronto,M5A 2B9,30505,Square feet,100,0,1088911.68,kWh,28784.47412,Cubic meter,,,,,,,,,,,,,,,,,,,"102,315",45.7,,RPAC,Indoor Recreational Facilities
Regent Park C.C,Community centres,402 SHUTER ST,Toronto,M5V 3C6,55004,Square feet,100,0,228855.2952,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"10,070",4.2,,RPCC,Community Centres
Regent Park North Rink,Other,229 Sumach St,Toronto,M5A 3K3,2153,Square feet,100,0,169274.9571,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,448",78.6,,RPNR,Outdoor Recreational Facilities
Regent Park North R.C,Community centres,295 Sackville St Rr,Toronto,M5A 3G1,6168,Square feet,100,0,29940.52838,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,317",4.9,,RPRC,Community Centres
Regent Park South Rink,Other,480 Shuter St,Toronto,M1P 4N7,2519,Square feet,100,0,307663.7052,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"13,537",122.1,,RPSR,Outdoor Recreational Facilities
Rennie Park /Tennis,Other,25 Morningside Ave,Toronto,M1E 3B9,0,Square feet,100,0,138507.9344,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,094",,,RPTC,Outdoor Recreational Facilities
Health Materials Warehouse,"Storage facilities where equipment or vehicles are maintained, repaired or stored",160 Rivalda Rd,Toronto,M9M 2M8,22604,Square feet,70,0,143450.2467,kWh,20447.57143,Cubic meter,,,,,,,,,,,,,,,,,,,"44,958",15.9,,RR160,Storage Facilities
Ryerson Community Park,Other,2A Gould St,Toronto,M1P 4N7,1421,Square feet,100,0,261161.0443,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"11,491",183.8,,RSCP,Outdoor Recreational Facilities
Rosedale Park,Other,20 Scholfield Ave,Toronto,M9W 2Y3,4575,Square feet,100,0,206668.3196,kWh,1238.781176,Cubic meter,,,,,,,,,,,,,,,,,,,"11,435",48.0,,RSDP,Outdoor Recreational Facilities
RT Commuter Lot,Parking garages,101 Grangeway,Toronto,M1H 3E9,97,Square feet,168,0,48905.57959,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,152",504.2,,RTCL,Parking Lots and Garages
Rowntree Mills Park,Other,130 Rowntree Mill Rd.,Toronto,M9L 1C6,1389,Square feet,100,0,82547.37663,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,632",59.4,,RTMP,Outdoor Recreational Facilities
Rotary Pool (outdoor),Other,25 Eleventh St,Toronto,M8V 3G2,3477,Square feet,100,0,45124.07653,kWh,29792,Cubic meter,,,,,,,,,,,,,,,,,,,"58,292",103.4,,RTP,Outdoor Recreational Facilities
