operation_name,operation_type,city,electricity_quantity,ghg_emissions_kg,year
Hillcrest Substation,Other,Toronto,21474110.026032,773067.9609371519,2017
"Hillcrest, Gunn, Bathurst Garage",Other,Toronto,2418760.716516,1817954.846835776,2017
Indian Grove Substation,Other,Toronto,8059180.44242,290130.49592712,2017
Islington Substation,Other,Etobicoke,7697799.800355,277120.79281278,2017
Islington Subway Stn,Other,Etobicoke,78650.08,2831.4028799999996,2017
Jane Substation,Other,Toronto,4152567.75529,149492.43919043997,2017
Jane Subway Stn,Other,Toronto,618891.422206,22280.091199415998,2017
Keele Subway Stn,Other,Toronto,753645.2890639999,27131.230406303996,2017
Kennedy Substation,Other,Scarborough,8783889.431033,316220.01951718796,2017
King Subway Stn,Other,Toronto,573365.547647,20641.159715292,2017
Kipling Substation,Other,Etobicoke,4870093.703709,175323.37333352398,2017
Lakeshore Garage & Shop,Other,Toronto,2155004.378871,320815.97787008714,2017
Lakeshore Substation,Other,Etobicoke,155247.925714,5588.925325704,2017
Lansdowne Substation,Other,Toronto,1598516.35,57546.588599999995,2017
Lansdowne Subway Stn,Other,Toronto,461011.889518,16596.428022648,2017
Lawrence East Substation,Other,Scarborough,1108084.33875,39891.036195,2017
Lawrence Substation,Other,Toronto,6782854.864584,244182.77512502397,2017
Lawrence Subway Stn,Other,Toronto,3369673.0958060003,121308.231449016,2017
Leslie  Substation,Other,North York,5822253.774193999,209601.13587098397,2017
Lippincott Substation,Other,Toronto,1002201.388688,36079.249992768,2017
Long Branch Substation,Other,Etobicoke,119029.730194,4285.070286984,2017
Main Street Subway Stn,Other,Toronto,714542.317794,25723.523440584,2017
Malvern Garage & Shop,Other,Scarborough,4514521.904367,162522.78855721198,2017
McCowan Substation,Other,Scarborough,3344165.116932,120389.94420955199,2017
Museum Subway Stn,Other,Toronto,282868.681941,10183.272549876,2017
North York Ctr Subway Stn,Other,North York,604306.923548,21755.049247728,2017
Oakvale Substation,Other,Toronto,24029734.737129003,1620253.9208652442,2017
Orde Substation,Other,Toronto,5520388.066645,198733.97039921998,2017
Osgoode Subway Stn,Other,Toronto,404269.41269100003,14553.698856876,2017
Ossington Substation,Other,Toronto,1727239.92442,62180.63727912,2017
Ossington Subway Stn,Other,Toronto,853185.412484,30714.674849424,2017
Pape Subway Stn,Other,Toronto,747403.075441,26906.510715876,2017
Park Hill Substation,Other,Toronto,4231679.644162,152340.467189832,2017
Pleasant Substation,Other,Toronto,8500725.128419,306026.104623084,2017
Prince Edward Substation,Other,Etobicoke,10123148.236871,364433.336527356,2017
Queen St W Subway Station,Other,Toronto,592123.329544,21316.439863583997,2017
Queens Park Subway Stn,Other,Toronto,449492.18705899996,16181.718734123997,2017
Queensway Garage & Shop,Other,Etobicoke,2552553.527097,723460.149044092,2017
Richmond Substation,Other,Toronto,16813080.048484,605270.881745424,2017
Roncesvalles Substation,Other,Toronto,9970656.047774,576567.728704464,2017
Rosedale Subway Stn,Other,Toronto,269653.292809,9707.518541124,2017
Runnymede Rd Unit Loop,Other,Toronto,12674.613871,456.28609935599997,2017
Runnymede Subway Stn,Other,Toronto,482875.496765,17383.517883539997,2017
Russell Substation,Other,Toronto,5142144.891259,287132.4006486412,2017
Sheppard West Substation,Other,North York,5801968.602000001,208870.86967200003,2017
Sheppard Yonge Substation,Other,North York,7891167.653291,284082.035518476,2017
Sherbourne Subway Stn,Other,Toronto,432542.48209700006,15571.529355492,2017
Spadina North Subway Stn,Other,Toronto,468307.981471,16859.087332955998,2017
Spadina Subway Stn,Other,Toronto,901954.356097,32470.356819491997,2017
St Andrew Subway Stn,Other,Toronto,321950.744368,11590.226797248,2017
St Clair Subway Stn,Other,Toronto,1024515.253677,36882.549132372,2017
St Clair West Subway Stn,Other,Toronto,2292765.346176,82539.55246233598,2017
St George Subway Stn,Other,Toronto,1365376.189706,49153.542829416,2017
St Patrick Subway Stn,Other,Toronto,380251.185903,13689.042692508,2017
Sumach Substation,Other,Toronto,1561064.8427739998,56198.334339863984,2017
Summerhill Subway Stn,Other,Toronto,267044.185559,9613.590680124,2017
Town Centre Substation,Other,Scarborough,1752666.169871,63095.982115356,2017
Townsley Substation,Other,Toronto,1280635.65729,46102.88366244,2017
Trinity Substation,Other,Toronto,3173061.642645,114230.21913521999,2017
TTC Various Locations,Other,Toronto,31592.391466999998,1308.433008852,2017
TTC Various Locations,Other,Toronto,31592.391466999998,1308.433008852,2017
Union Subway Stn,Other,Toronto,1722712.0462580002,62017.633665288005,2017
Victoria Park Subway Stn,Other,East York,8453294.552596001,304318.603893456,2017
Warden Substation,Other,Scarborough,7575005.044129,272700.181588644,2017
Warden Subway Stn,Other,Scarborough,42758.552726999995,1539.3078981719998,2017
Wellesley St E Subway Stn,Other,Toronto,467349.71412900003,16824.589708643998,2017
Wilson Subway Stn,Other,North York,42185277.694904,2763807.1897097435,2017
Woodbine Subway Stn,Other,Toronto,662883.898871,23863.820359356,2017
York Mills Substation,Other,North York,5702759.551031999,205299.34383715197,2017
Yorkdale Subway Stn,Other,North York,632877.063797,22783.574296691997,2017
0 Parkside Dr Pole 140,Other,Toronto,1817.8683480000002,65.443260528,2017
101 Old Sheppard,Other,North York,6098.599120999999,219.54956835599995,2017
1699 Lake Shore Blvd W,Other,Toronto,10064.715091,362.329743276,2017
1739 Bayview,Other,East York,911.421499,32.811173964,2017
279 Wilson Heights Blvd,Other,North York,593.200951,21.355234236,2017
29 Old Mill Terr,Other,Etobicoke,58888.812995,2119.9972678199997,2017
33A Riverwood Pky,Other,Etobicoke,9982.985999999999,359.38749599999994,2017
480 Mill Rd,Other,Etobicoke,67555.442247,2431.995920892,2017
8001 Finch,Other,Scarborough,3216.340902,115.78827247199999,2017
Bathurst St,Other,Toronto,6573.210969,236.63559488399997,2017
BAYVIEW RESERVOIR CARD,Other,Thornhill,66759.158114,2403.329692104,2017
Dufferin Reservoir,Other,Maple,182763.724242,6579.494072711999,2017
Edenbridge Sewage Blower,Other,Etobicoke,10147.2268,365.3001648,2017
High Park - Lot Cytor,Other,Toronto,29946.266886999998,1078.065607932,2017
Riverwood Sewage Pumping Station,Other,Etobicoke,24155.144539,869.5852034039999,2017
Rosehill Reservoir,Other,Toronto,71044.86965800001,2557.615307688,2017
Rouge Water Tank & Valve House,Other,Scarborough,192211.155273,6919.601589828,2017
Spadina St Clair Reservoir,Other,Toronto,233502.88627500003,8406.1039059,2017
Steelcase Rd,Other,Toronto,3578.605419,128.82979508399998,2017
TW Various Locations,Other,Toronto,119088.29395600001,4287.178582416,2017
Unknown,Other,Toronto,70262.440696,2529.447865056,2017
Woodward & Highland,Other,Thornhill,4655.493763,167.597775468,2017
WPC Service Chambers,Other,Toronto,391984.076808,14111.426765088,2017
WS Service Chambers,Other,Toronto,173582.72966699998,6248.978268011999,2017
Yonge & Eglinton Water Mtr 31,Other,Toronto,4416.484958,158.993458488,2017
Armour Heights Pumping Station,Water Pumping,Toronto,3661969.253,131830.893108,2017
Eglinton Pumping Station,Water Pumping,Scarborough,6914382.053193999,248917.75391498397,2017
Ellesmere Pumping Station,Water Pumping,Scarborough,23157791.902355,833680.50848478,2017
High Level Pumping Station,Water Pumping,Toronto,10271604.860839,369777.77499020396,2017
John Street Pumping Station,Water Pumping,Toronto,44075600.877548,1586721.631591728,2017
Keele Pumping Station,Water Pumping,North York,7289305.845871001,262415.010451356,2017
Kennedy Pumping Station,Water Pumping,Scarborough,3280162.1492250003,118085.8373721,2017
Lawrence Pumping Station,Water Pumping,North York,4565872.172,164371.398192,2017
Milliken Pumping Station,Water Pumping,Markham,4565773.805323,164367.85699162798,2017
Parkdale Pumping Station,Water Pumping,Toronto,2821833.6244050004,101586.01047858,2017
Richview Pumping Station,Water Pumping,Etobicoke,13894846.006838,500214.45624616795,2017
Rosehill Pumping Station,Water Pumping,Toronto,10868367.201936,391261.2192696959,2017
Scarborough Pumping Station,Water Pumping,Scarborough,5473512.017259001,197046.43262132403,2017
St. Albans Pumping Station,Water Pumping,Etobicoke,4440235.144161,159848.465189796,2017
Thornhill Pumping Station,Water Pumping,Thornhill,189373.400129,6817.442404643999,2017
W.H. Johnston Pumping Station,Water Pumping,Etobicoke,2202779.975064,79300.079102304,2017
West Toronto Pumping Station,Water Pumping,Toronto,4454902.977871,160376.50720335598,2017
F.J. Horgan Filtration Plant,Water Treatment,Scarborough,39659854.369968,1904033.135152175,2017
Island Filtration Plant,Water Treatment,Toronto,7770374.278645,336816.6101046838,2017
R.C. Harris Filtration Plant,Water Treatment,Toronto,45890654.95193499,1734473.201989804,2017
R.L. Clark Filtration Plant,Water Treatment,Etobicoke,54850774.508935004,2094084.2154080346,2017
2 Civic Centre Court,Administrative Offices,Etobicoke,1259536.6399680001,115197.07384712674,2018
51 Lisgar,Administrative Offices,Toronto,70947.464935,12565.49900950009,2018
Archives and Records Centre,Administrative Offices,Toronto,480158.208258,108376.42677694412,2018
Atlantic Ave Storage Bldg,Administrative Offices,Toronto,105617.72628799999,55473.475135947476,2018
Central Services Office,Administrative Offices,Toronto,181378.16795000003,47305.06553027573,2018
City Clerk's Office,Administrative Offices,North York,710224.493645,120246.4475547362,2018
City Hall,Administrative Offices,Toronto,13448190.390591,2513373.1585899587,2018
Cliffcrest Employment Services,Administrative Offices,Scarborough,112550.609416,4502.024376640001,2018
Consolidated Communication Ctr,Administrative Offices,North York,7361109.368871,780845.4729580067,2018
Crossways Employment Services,Administrative Offices,Toronto,852922.552577,119590.81614817996,2018
Dyas Road,Administrative Offices,North York,1655333.6667550001,266077.35573239997,2018
East Court & Municipal Services,Administrative Offices,Scarborough,1950837.440774,279136.0368587099,2018
East York Civic Centre,Administrative Offices,Toronto,1789712.880129,269915.3282309567,2018
Eastern District Office,Administrative Offices,Scarborough,96300.75090700001,64775.54229000178,2018
Election Services Building,Administrative Offices,East York,257136.326745,146851.31300525545,2018
Etobicoke Civic Centre,Administrative Offices,Etobicoke,2723553.0578070004,464847.5486840618,2018
Etobicoke North Office,Administrative Offices,Etobicoke,478213.007582,103471.38857084181,2018
Etobicoke South Office,Administrative Offices,Etobicoke,455275.527357,74336.198584155,2018
Fire Services - East Command Offices,Administrative Offices,East York,137418.228668,47581.287052556414,2018
Forestry W District Office,Administrative Offices,Toronto,86176.777138,45490.25093731429,2018
Former Hydro Building,Administrative Offices,Toronto,433208.672966,27009.111093089028,2018
Golden Mile Employment & Social Services,Administrative Offices,Scarborough,499083.80422600004,130113.08682350861,2018
Health Office,Administrative Offices,Toronto,12945.063125,2541.4269632182404,2018
Metro Hall,Administrative Offices,Toronto,8690881.448355,1750968.0071317544,2018
North District Office,Administrative Offices,Toronto,437159.11829199997,93224.86194389875,2018
North York Central Office,Administrative Offices,North York,434366.582728,55047.99458025556,2018
North York Civic Centre,Administrative Offices,North York,5708637.585484001,1028843.0303907967,2018
Old City Hall,Administrative Offices,Toronto,2695471.4435159997,1273619.2401268042,2018
Pape Avenue Multiuse Building,Administrative Offices,Toronto,85638.05483899999,47558.33863471136,2018
Property Dept Workshop,Administrative Offices,Toronto,119614.56185,207275.6247085538,2018
Property Maintenance Office,Administrative Offices,Toronto,127005.60224099999,57273.95081271963,2018
Public Health Building,Administrative Offices,Toronto,72104.03425,23108.72671831993,2018
Public Health HQ,Administrative Offices,Toronto,1889680.717165,135140.89832813037,2018
Queen Street Office,Administrative Offices,Toronto,312114.85057300003,83540.70190759166,2018
Rexdale Community Hub,Administrative Offices,Etobicoke,1123136.117935,225633.51600900214,2018
Scarborough Civic Centre,Administrative Offices,Scarborough,6230563.653322,694303.03040358,2018
Scarborough West Office,Administrative Offices,Scarborough,476648.435573,94737.95838213418,2018
St Lawrence Hall,Administrative Offices,Toronto,987151.378646,122726.07747958567,2018
Toronto Island Service Office,Administrative Offices,Toronto,100143.033517,21362.81966022943,2018
Toronto Water Centre,Administrative Offices,Scarborough,3126117.365032,398226.14719947975,2018
Water Revenue Office,Administrative Offices,Toronto,180400.162163,43306.72725529007,2018
Wellesley Jarvis Office,Administrative Offices,Toronto,1259737.918774,50389.51675096,2018
Western District Office,Administrative Offices,Etobicoke,28793.696560999997,28048.66439753705,2018
York Civic Center,Administrative Offices,Toronto,1241941.161548,237137.26716837447,2018
Ambulance Headquarters,Ambulance Station,North York,3586967.4110640003,649497.4362426075,2018
EMS Workshop West,Ambulance Station,Toronto,14583.570083,13755.997350816082,2018
Multi-Function Station #1,Ambulance Station,North York,127576.968774,25182.14747287701,2018
NE District Office / Station #20,Ambulance Station,Scarborough,293727.811835,60404.937661042015,2018
NW District Office & Garage,Ambulance Station,North York,155135.672001,34600.294453016584,2018
Station #10,Ambulance Station,Toronto,61059.502486,20532.427587931423,2018
Station #11,Ambulance Station,North York,32518.56625,21826.68264284335,2018
Station #12,Ambulance Station,Etobicoke,36345.747557,4426.84475228,2018
Station #13,Ambulance Station,Etobicoke,28377.286888000002,20259.96081160537,2018
Station #14,Ambulance Station,Etobicoke,57917.869565,13201.46643813035,2018
Station #18,Ambulance Station,Toronto,67472.79221,30643.122166638084,2018
Station #21,Ambulance Station,Scarborough,39517.039883,18192.93146010668,2018
Station #22,Ambulance Station,Scarborough,42799.235403000006,8446.597133331421,2018
Station #24,Ambulance Station,Scarborough,24869.98581,11353.57240550895,2018
Station #28,Ambulance Station,Toronto,40286.004148,21328.52270377855,2018
Station #30 & Garage & Office,Ambulance Station,Toronto,202466.186778,101936.37521250009,2018
Station #31,Ambulance Station,Etobicoke,40930.251701,11220.816839073232,2018
Station #32,Ambulance Station,Toronto,19951.862767,9501.833321379941,2018
Station #33,Ambulance Station,Toronto,32766.324838999997,13614.89489765609,2018
Station #34,Ambulance Station,Toronto,63845.014858999995,109852.87377825116,2018
Station #37,Ambulance Station,Toronto,50237.894072,12490.975539501862,2018
Station #38,Ambulance Station,Etobicoke,69599.42621399999,38448.425166227855,2018
Station #39,Ambulance Station,Etobicoke,41646.771455,1665.8708582000002,2018
Station #40,Ambulance Station,Toronto,164849.341926,39834.73071047304,2018
Station #41,Ambulance Station,Toronto,84957.880374,30694.962097752305,2018
Station #42,Ambulance Station,Scarborough,122124.681529,30875.181740260152,2018
Station #45,Ambulance Station,Toronto,85123.41123700001,24964.00419196786,2018
Station #46,Ambulance Station,Toronto,21069.711151,14986.58420232448,2018
Station #47,Ambulance Station,Scarborough,37819.173547,10436.5797707707,2018
Station #52,Ambulance Station,North York,696813.828836,139028.91269171055,2018
Station #54,Ambulance Station,North York,67467.104323,32054.67264844384,2018
Etobicoke Animal Centre,Other,Etobicoke,282291.979626,132022.99500327,2018
North York Animal Centre,Other,North York,338797.52623400005,30070.472025491123,2018
Scarborough Animal Centre,Other,Scarborough,345067.692645,129915.19097740014,2018
Albion Road Childcare Centre,Other,Etobicoke,55621.799108,32816.54797576694,2018
Ancaster Childcare Centre,Other,North York,149276.839164,33769.71938099781,2018
City Kids Childcare Centre,Other,Toronto,61221.500152,19390.734649605525,2018
Danforth Childcare Centre,Other,Toronto,124508.830929,21065.180771006373,2018
Davisville Childcare Centre,Other,Toronto,25142.365495000002,1005.6946198,2018
Jesse Ketchum Childcare Centre,Other,Toronto,23860.897195,52874.97092563354,2018
Malvern Childcare Centre,Other,Scarborough,151143.717944,20640.903614420004,2018
Regent Park Childcare Centre,Other,Toronto,305919.112399,12236.76449596,2018
Thomas Berry Childcare Centre,Other,Etobicoke,118601.374485,45295.01281952637,2018
Willowridge Childcare Centre,Other,Etobicoke,72359.582836,41266.51595380984,2018
Woodbine Childcare Centre,Other,Toronto,49967.408234,1998.6963293600002,2018
Roselawn Comm Tower,Other,Toronto,57596.382383000004,2303.85529532,2018
St Clair Comm Tower,Other,Toronto,62278.518811999995,2491.1407524799997,2018
519 Church St Comm Ctr,Community centres,Toronto,466784.164728,18671.36658912,2018
Amesbury Community Center,Community centres,North York,268415.171068,82721.98388485063,2018
Ancaster C.C.,Community centres,North York,91837.753157,33142.3513085891,2018
Annette R.C,Community centres,Toronto,356478.09547,14259.1238188,2018
Armour Height C.C,Community centres,Toronto,204597.124998,51537.51516630928,2018
Banbury C.C.,Community centres,North York,117133.05868,33085.86916501174,2018
Berner Trail C.C,Community centres,Scarborough,107053.085294,51541.19376096929,2018
Birchmount C.C,Community centres,Scarborough,1324707.215129,543588.949031483,2018
Birkdale C.C,Community centres,Scarborough,261155.84888300003,32846.49518585265,2018
Bocci Club,Community centres,Scarborough,6769.055047000001,270.76220188,2018
Burrows Hall Community Complex,Community centres,Scarborough,808200.936885,132352.1008955644,2018
Carmine Stefano Community Ctr,Community centres,North York,226287.99939399998,177700.74117312147,2018
Cecil Community Ctr,Community centres,Toronto,69242.495001,2769.6998000400004,2018
Cedar Brook C.C,Community centres,Scarborough,142581.126178,18082.32048954109,2018
Chapley C.C / Wilmington Park,Community centres,North York,336831.460602,54970.93982847636,2018
Commander Park C.C,Community centres,Scarborough,936822.397871,140608.21704081038,2018
Community Centre 55,Community centres,Toronto,57691.246520999994,2307.6498608399997,2018
Curran Hall C.C,Community centres,Scarborough,46991.463707999996,16079.00090015997,2018
Davenport C.C,Community centres,Toronto,8260.675626,7502.4948198025195,2018
David Appleton Community Centre,Community centres,Toronto,59059.046872,17632.72333938061,2018
Don Montgomery,Community centres,Scarborough,1931331.729967,360830.6400943468,2018
Driftwood C.C,Community centres,North York,323755.398146,113787.57050457741,2018
Earl Bales C.C & Senior,Community centres,North York,328211.52375,89414.14057271997,2018
East Scar Boys/Girls Club,Community centres,Scarborough,332702.890387,76608.93936706711,2018
East York Community Centre,Community centres,Toronto,480046.9025,268588.00799807644,2018
Eastview Neighbourhood Comm Ctr,Community centres,Toronto,342962.81082400004,65798.61049427823,2018
Edithvale C.C,Community centres,North York,716315.5679680001,98158.59359945392,2018
Ellesmere C.C,Community centres,Scarborough,196439.017742,61189.07231687993,2018
Elmbank Community Centre,Community centres,Etobicoke,154935.198409,41551.86991906637,2018
Fairbank Memorial R.C.,Community centres,Toronto,258763.01671700002,85940.98120559248,2018
Fairmount Park C.R.C,Community centres,Toronto,8627.847218,345.11388872000003,2018
Falstaff C.C,Community centres,Toronto,127293.802558,51892.557159130876,2018
Flemingdon C.C,Community centres,North York,89213.013109,39289.086088729266,2018
Forest Hill C.C,Community centres,Toronto,543141.904903,91039.38944432331,2018
Frankland C.C,Community centres,Toronto,26445.860979,1057.83443916,2018
Franklin Horner,Community centres,Etobicoke,345960.68580700003,129207.34020097544,2018
Glenlong C.C & A.I.R,Community centres,Toronto,379096.201773,92473.15641577874,2018
Harwood Hall Community Ctr,Community centres,Toronto,26376.96035,23281.02638305847,2018
Heron Park C.C,Community centres,Scarborough,1090733.855,269070.2858732714,2018
Jenner Jean-Marie C.C.,Community centres,Toronto,147637.274181,64947.608153212066,2018
John Innes C.C,Community centres,Toronto,442906.68395499996,159087.92274233396,2018
Lakeshore Community Ctr,Community centres,Etobicoke,126930.61306199999,5077.22452248,2018
Lamp Senior Centre,Community centres,Etobicoke,444956.910293,95868.14010281993,2018
Lawrence Heights C.C.,Community centres,North York,213957.99473200002,77344.37141969093,2018
Ledbury Community Center,Community centres,Toronto,196534.23286699998,48654.56020572233,2018
Leslie Grove Park,Community centres,Scarborough,61310.5975,4449.175393766771,2018
Main Square Comm Ctr,Community centres,Toronto,568270.350726,187808.91132333994,2018
Masaryk-Cowan C.R.C,Community centres,Toronto,324867.28795,74542.51688648609,2018
McGregor Park C.C,Community centres,Scarborough,1039656.6304700001,111261.28169920896,2018
Mount Dennis Community Ctr,Community centres,Toronto,52765.719395,11091.645052873491,2018
New Tor Seniors Club,Community centres,Etobicoke,67207.256507,2688.29026028,2018
Niagara C.C,Community centres,Toronto,69120.44392199999,2764.8177568799997,2018
North Toronto Mem Rec Ctr,Community centres,Toronto,1506211.361322,348880.1941774977,2018
North York Memorial Hall,Community centres,North York,163594.31258,28115.71156298813,2018
Northwood C.C,Community centres,North York,352216.56947,107653.02868919917,2018
O'Connor C.C,Community centres,North York,213299.40340100002,76796.3005959486,2018
Oakdale Community Center,Community centres,North York,177573.77425000002,42554.19690176413,2018
Oakridge C.C,Community centres,Scarborough,277276.732527,64531.54099827999,2018
Ourland Community Ctr,Community centres,Etobicoke,224147.361103,54833.71952512,2018
Port Union C.C,Community centres,Scarborough,423340.8,57549.24003321567,2018
Power House C.C.,Community centres,Etobicoke,357252.165,14290.086599999999,2018
Ralph Thornton Community Ctr,Community centres,Toronto,150226.070667,6009.04282668,2018
Regent Park C.C,Community centres,Toronto,809998.376097,39477.18800945487,2018
Regent Park North R.C,Community centres,Toronto,32760.774316,1310.43097264,2018
Scadding Court Community Ctr,Community centres,Toronto,988592.842032,274258.86998756015,2018
Scarborough Village C.C,Community centres,Scarborough,1127534.244387,204013.47816891645,2018
Scott Westney House,Community centres,Scarborough,130031.95714400001,5201.2782857600005,2018
Seneca Village C.C,Community centres,North York,164435.489647,6577.41958588,2018
Sir Adam Beck C.C.,Community centres,Etobicoke,36388.996561,16806.155351489862,2018
St James Town C.C.,Community centres,Toronto,825809.715162,414361.7871302803,2018
St Lawrence C.C,Community centres,Toronto,928306.3669349999,546508.0400366808,2018
Stanley C.C,Community centres,North York,183317.54363000003,63478.839637561796,2018
Sunnybrook Park,Community centres,North York,537589.282658,145519.58962575038,2018
Sunshine Center for Seniors,Community centres,Toronto,52743.679835,2109.7471934,2018
Swansea Town Hall Comm Ctr,Community centres,Toronto,131501.285599,5260.05142396,2018
Tall Pines C.C,Community centres,Scarborough,53144.352685000005,10753.70096920009,2018
Tam Heather C.C,Community centres,Scarborough,779316.245714,31172.64982856,2018
Thistletown C.C,Community centres,Etobicoke,361948.298474,184860.1607795018,2018
Warden Hilltop C.C.,Community centres,Scarborough,445227.303871,57177.02250983818,2018
Waterfront Neighbourhood Centre,Community centres,Toronto,1229059.584552,187290.98335505326,2018
West Rouge C.C,Community centres,Scarborough,194845.91553800003,83475.11013865995,2018
West Scarborough N.C,Community centres,Scarborough,280102.801853,244074.1801651341,2018
Campbell House,Cultural facilities,Scarborough,27106.925715,1084.2770286,2018
Casa Loma,Cultural facilities,Toronto,1279502.7757909999,74579.96800232201,2018
Cedar Ridge Creative Centre,Cultural facilities,Scarborough,129967.60772399999,40027.57938801273,2018
Civic Garden Centre,Cultural facilities,North York,389917.283635,86320.79113445323,2018
Colborne Lodge,Cultural facilities,Toronto,176864.281913,28216.94748671537,2018
Dawes Crossing,Cultural facilities,East York,945.8073870000001,37.832295480000006,2018
Don Valley Brickwork,Cultural facilities,Toronto,203297.12147399999,33477.68713449231,2018
Edenbridge Centre,Cultural facilities,Etobicoke,8490.086071,339.60344284,2018
Edwards Gardens,Cultural facilities,North York,82381.08468,90681.93148258551,2018
Gibson House Museum,Cultural facilities,North York,68357.937548,2734.3175019200003,2018
Gzowski Monument,Cultural facilities,Toronto,2726.8073729999996,109.07229491999999,2018
Historic Fort York,Cultural facilities,Toronto,732628.352889,100659.99465272359,2018
Lakeshore Assembly Hall,Cultural facilities,Etobicoke,291442.88931,79005.64450027324,2018
Mackenzie House Museum,Cultural facilities,Toronto,39822.897274,16272.698386705903,2018
Maple Leaf Cottage,Cultural facilities,Toronto,9894.871191,6111.14742497544,2018
Montgomery's Inn,Cultural facilities,Etobicoke,266131.821714,10645.272868560001,2018
Neilson Pk Creative Arts,Cultural facilities,Etobicoke,161642.162273,46394.187978987145,2018
Palaise Royale,Cultural facilities,Toronto,412637.331484,16505.493259360002,2018
Riverdale Farm,Cultural facilities,Toronto,70039.381431,24018.772862941893,2018
Roundhouse Complex,Cultural facilities,Toronto,146896.883287,5875.875331480001,2018
Spandina House Museum,Cultural facilities,Toronto,88622.949562,105423.56183502752,2018
St Lawrence Market South,Cultural facilities,Toronto,5005492.889968,581948.1757261443,2018
Temp - St Lawrence Market North,Cultural facilities,Toronto,125593.57035499999,53907.83235483323,2018
Time and Clock Monument,Cultural facilities,Toronto,18178.74798,727.1499192,2018
William Goodwin House,Cultural facilities,North York,25159.259082999997,11512.42537887961,2018
Zion Methodist Church,Cultural facilities,North York,11592.822161,13964.049471900142,2018
Zion School House,Cultural facilities,North York,19619.515552,7918.849122939041,2018
City Hall Eternal Flame,Other,Toronto,0,18674.2591010001,2018
Economic Development,Other,Toronto,459240.08691,18369.6034764,2018
Old City Hall - Cenotaph,Other,Toronto,9089.371972,363.57487888000003,2018
Fire Academy,Police Station,Toronto,850405.151064,390959.68892108946,2018
Fire Museum And Storage,Police Station,Scarborough,27162.980208999998,29061.443963803515,2018
Fire Station 111,Police Station,North York,97582.94791799999,55147.26345038673,2018
Fire Station 112,Police Station,North York,219120.39656199998,71758.35494846765,2018
Fire Station 113,Police Station,North York,85876.39399800001,36697.5612138475,2018
Fire Station 114,Police Station,North York,205237.391635,78476.68362089127,2018
Fire Station 115,Police Station,North York,128140.477468,32879.369427306105,2018
Fire Station 116,Police Station,North York,173794.064243,47342.00846714753,2018
Fire Station 121,Police Station,North York,123021.90293400001,12004.497558098312,2018
Fire Station 122,Police Station,North York,55011.332467,35593.2053914723,2018
Fire Station 123,Police Station,North York,52820.629961,36031.93582996703,2018
Fire Station 125,Police Station,North York,79939.04090200001,27448.837047052875,2018
Fire Station 131,Police Station,Toronto,76962.80258399999,35269.391664643954,2018
Fire Station 132,Police Station,Toronto,91107.25732899999,36204.986351716514,2018
Fire Station 133,Police Station,North York,105953.44164100001,39318.18361859435,2018
Fire Station 134,Police Station,Toronto,41916.379894,27806.609341946023,2018
Fire Station 135 - OLD,Police Station,Toronto,32630.093569,48925.352167217054,2018
Fire Station 141,Police Station,North York,174736.803459,81744.94044407859,2018
Fire Station 142,Police Station,North York,118466.893315,46004.45651518792,2018
Fire Station 143,Police Station,North York,77064.73621,39904.58063195876,2018
Fire Station 145,Police Station,North York,103644.674679,56399.85900062241,2018
Fire Station 146,Police Station,North York,58264.754103,31352.891871558782,2018
Fire Station 211,Police Station,Scarborough,128822.76875,26319.49707118004,2018
Fire Station 212,Police Station,Scarborough,203978.32533300002,104547.60058904564,2018
Fire Station 213,Police Station,Scarborough,53653.098494,28213.200425206884,2018
Fire Station 214,Police Station,Scarborough,49169.427833,35341.772571920126,2018
Fire Station 215,Police Station,Scarborough,55180.510686999995,27158.367817880142,2018
Fire Station 221,Police Station,Scarborough,140598.767294,52711.90469180853,2018
Fire Station 222,Police Station,Scarborough,56182.071190999995,32037.98987632559,2018
Fire Station 223,Police Station,Scarborough,45281.699946999994,25485.756531442363,2018
Fire Station 224,Police Station,Toronto,58792.835817,24458.92378207989,2018
Fire Station 225,Police Station,Scarborough,91962.359647,53433.722370504765,2018
Fire Station 226,Police Station,Toronto,51934.790813,55419.3616277729,2018
Fire Station 227,Police Station,Toronto,72581.926376,39215.746363581144,2018
Fire Station 231,Police Station,Scarborough,150342.81058,92296.94404529998,2018
Fire Station 232,Police Station,Scarborough,73787.695067,28198.5056644631,2018
Fire Station 233,Police Station,North York,75686.495682,43819.6247394462,2018
Fire Station 234,Police Station,Scarborough,50210.251127,27221.853125783928,2018
Fire Station 235,Police Station,North York,98802.42841800001,43036.01797997391,2018
Fire Station 241,Police Station,Scarborough,43569.512219000004,22693.84016335232,2018
Fire Station 242,Police Station,Scarborough,61287.565188,33117.30419791995,2018
Fire Station 243,Police Station,Scarborough,45186.22094,34713.222663306864,2018
Fire Station 244,Police Station,Scarborough,52777.30646,28384.278154081792,2018
Fire Station 245,Police Station,Scarborough,52535.7632,24438.87142663832,2018
Fire Station 311,Police Station,Toronto,47248.648625999995,29627.09954835474,2018
Fire Station 312,Police Station,Toronto,108098.219054,52365.15536907614,2018
Fire Station 313,Police Station,Toronto,132247.56136700002,68119.29545616759,2018
Fire Station 314,Police Station,Toronto,50866.472308,48086.66180064974,2018
Fire Station 315,Police Station,Toronto,101059.021926,58859.281229227505,2018
